Rank,NOC,Gold,Silver,Bronze,Total,Year,Total Score,Is Host,Yearly Total Score,Score_Rate,lag1_coeff,lag2_coeff,lag3_coeff
19,Kenya,2,3,4,9,1972,16,0,1185,0.0135021097046413,-0.020869328,-0.005983973,0.0143254487759907
20,Yugoslavia,2,1,2,5,1972,10,0,1185,0.0084388185654008,0.0853694851248009,-0.012944361,0.0515068632115274
21,Norway,2,1,1,4,1972,9,0,1185,0.0075949367088607,0.0736612564982121,0.0268687394913607,-0.030603601
22,North Korea,1,1,3,5,1972,8,0,1185,0.0067510548523206,0.1003192821811706,-0.077190182,0.0701035846888015
23,New Zealand,1,1,1,3,1972,6,0,1185,0.0050632911392405,0.0991513404046973,-0.003886849,0.0097812651250406
24,Uganda,1,1,0,2,1972,5,0,1185,0.0042194092827004,0.0952758899767234,-0.08244583,0.076982418418866
25,Denmark,1,0,0,1,1972,3,0,1185,0.0025316455696202,0.11215174873682,-0.059377711,0.0395365798657709
26,Switzerland,0,3,0,3,1972,6,0,1185,0.0050632911392405,0.0645047778662797,-0.042643872,0.0670263595359131
27,Canada,0,2,3,5,1972,7,0,1185,0.0059071729957805,0.0147731501056603,-0.004054787,0.0028425278416601
28,Iran,0,2,1,3,1972,5,0,1185,0.0042194092827004,0.0238295166639712,0.0229610738475428,0.0439875021982788
29,Belgium,0,2,0,2,1972,4,0,1185,0.0033755274261603,0.0999535450525768,-0.072116842,0.0394756734574606
29,Greece,0,2,0,2,1972,4,0,1185,0.0033755274261603,0.064844238365524,-0.031648542,-0.000569784
31,Austria,0,1,2,3,1972,4,0,1185,0.0033755274261603,0.1426373113008584,-0.072329556,0.0240571260583699
31,Colombia,0,1,2,3,1972,4,0,1185,0.0033755274261603,0.1484936336468682,-0.135378614,0.1076244483216264
33,Argentina,0,1,0,1,1972,2,0,1185,0.0016877637130801,0.0377932089641432,-0.009101754,0.0501999133209208
33,Lebanon,0,1,0,1,1972,2,0,1185,0.0016877637130801,0.0,0.0,0.0
33,Mexico,0,1,0,1,1972,2,0,1185,0.0016877637130801,-0.036453767,-0.033701709,-0.026782985
33,Mongolia,0,1,0,1,1972,2,0,1185,0.0016877637130801,0.0356543206119922,0.0040909768986558,0.038058462930323
33,Pakistan,0,1,0,1,1972,2,0,1185,0.0016877637130801,-0.044496238,0.0428995127110449,0.0556258349103398
33,South Korea,0,1,0,1,1972,2,0,1185,0.0016877637130801,0.1299539397074564,-0.096731247,0.0460938076451412
33,Tunisia,0,1,0,1,1972,2,0,1185,0.0016877637130801,0.0654829717458007,-0.022690087,0.0501545173104222
33,Turkey,0,1,0,1,1972,2,0,1185,0.0016877637130801,0.0348245838511438,0.0071872141261822,0.0390670382651637
41,Brazil,0,0,2,2,1972,2,0,1185,0.0016877637130801,0.0474667852272042,0.0131828339023468,0.0570026670928254
41,Ethiopia,0,0,2,2,1972,2,0,1185,0.0016877637130801,0.0501833073817357,0.0377994327773924,0.0065221512437059
43,Ghana,0,0,1,1,1972,1,0,1185,0.00084388185654,0.02241060568343,0.0350502596303638,0.0039971230831726
43,India,0,0,1,1,1972,1,0,1185,0.00084388185654,0.0354053868167537,0.0374176492799498,0.0175643905294755
43,Jamaica,0,0,1,1,1972,1,0,1185,0.00084388185654,0.0855338332575038,-0.021296139,0.0019865870098395
43,Niger,0,0,1,1,1972,1,0,1185,0.00084388185654,0.0,0.0,0.0
43,Nigeria,0,0,1,1,1972,1,0,1185,0.00084388185654,0.0588066290734749,0.0090844331932762,0.0141666385594043
43,Spain,0,0,1,1,1972,1,0,1185,0.00084388185654,0.0523829915644519,-0.003431032,0.0516043365955357
1,Soviet Union,49,41,35,125,1976,264,0,1208,0.2185430463576159,0.019355685452282,-0.166917418,-0.094159854
2,East Germany,40,25,25,90,1976,195,0,1208,0.1614238410596026,0.2166333723281624,-0.012795974,-0.259261104
3,United States,34,35,25,94,1976,197,0,1208,0.1630794701986755,-0.018635704,-0.009878765,-0.005536997
4,West Germany,10,12,17,39,1976,71,0,1208,0.058774834437086,-0.039513987,0.1932056288316797,-0.044257035
5,Japan,9,6,10,25,1976,49,0,1208,0.0405629139072847,0.0308954330278842,0.0076793706983338,-0.020519968
6,Poland,7,6,13,26,1976,46,0,1208,0.0380794701986755,0.0960781072930106,-0.033445012,0.0298788401460767
7,Bulgaria,6,9,7,22,1976,43,0,1208,0.0355960264900662,0.0933639052482865,0.0060403658726689,-0.012116691
8,Cuba,6,4,3,13,1976,29,0,1208,0.0240066225165562,0.1150892571363936,-0.012649172,-0.039939664
9,Romania,4,9,14,27,1976,44,0,1208,0.0364238410596026,0.1381380069280918,-0.032482878,-0.008737718
10,Hungary,4,5,13,22,1976,35,0,1208,0.0289735099337748,0.081822948682144,-0.015298107,0.0298869241525155
11,Finland,4,2,0,6,1976,16,0,1208,0.0132450331125827,0.0687637573636961,0.0453412694394228,-0.030496104
12,Sweden,4,1,0,5,1976,14,0,1208,0.0115894039735099,0.0678301712724681,-0.015719948,0.0220085393768702
13,Great Britain,3,5,5,13,1976,24,0,1208,0.0198675496688741,-0.06192036,-0.031880806,-0.009741821
14,Italy,2,7,4,13,1976,24,0,1208,0.0198675496688741,-0.028464728,0.000580383620461,0.0517707547535864
15,France,2,3,4,9,1976,16,0,1208,0.0132450331125827,-0.007371037,-0.005794931,-0.00930495
16,Yugoslavia,2,3,3,8,1976,15,0,1208,0.0124172185430463,0.0853694851248009,-0.012944361,0.0515068632115274
17,Czechoslovakia,2,2,4,8,1976,14,0,1208,0.0115894039735099,0.0749821282239202,-0.036724513,0.056253129472886
18,New Zealand,2,1,1,4,1976,9,0,1208,0.0074503311258278,0.0991513404046973,-0.003886849,0.0097812651250406
19,South Korea,1,1,4,6,1976,9,0,1208,0.0074503311258278,0.1299539397074564,-0.096731247,0.0460938076451412
20,Switzerland,1,1,2,4,1976,7,0,1208,0.0057947019867549,0.0645047778662797,-0.042643872,0.0670263595359131
21,Jamaica,1,1,0,2,1976,5,0,1208,0.0041390728476821,0.0855338332575038,-0.021296139,0.0019865870098395
21,North Korea,1,1,0,2,1976,5,0,1208,0.0041390728476821,0.1003192821811706,-0.077190182,0.0701035846888015
21,Norway,1,1,0,2,1976,5,0,1208,0.0041390728476821,0.0736612564982121,0.0268687394913607,-0.030603601
24,Denmark,1,0,2,3,1976,5,0,1208,0.0041390728476821,0.11215174873682,-0.059377711,0.0395365798657709
25,Mexico,1,0,1,2,1976,4,0,1208,0.0033112582781456,-0.036453767,-0.033701709,-0.026782985
26,Trinidad and Tobago,1,0,0,1,1976,3,0,1208,0.0024834437086092,0.0485508378565269,-0.0326002,0.0571114635394481
27,Canada,0,5,6,11,1976,16,1,1208,0.0132450331125827,0.0147731501056603,-0.004054787,0.0028425278416601
28,Belgium,0,3,3,6,1976,9,0,1208,0.0074503311258278,0.0999535450525768,-0.072116842,0.0394756734574606
29,Netherlands,0,2,3,5,1976,7,0,1208,0.0057947019867549,0.0326027226637719,0.0182504912085674,-0.013945041
30,Portugal,0,2,0,2,1976,4,0,1208,0.0033112582781456,0.0502517307220905,0.0062580577956718,0.0442410827754413
30,Spain,0,2,0,2,1976,4,0,1208,0.0033112582781456,0.0523829915644519,-0.003431032,0.0516043365955357
32,Australia,0,1,4,5,1976,6,0,1208,0.0049668874172185,0.0593783761803394,0.0105979239956092,-0.017491077
33,Iran,0,1,1,2,1976,3,0,1208,0.0024834437086092,0.0238295166639712,0.0229610738475428,0.0439875021982788
34,Mongolia,0,1,0,1,1976,2,0,1208,0.0016556291390728,0.0356543206119922,0.0040909768986558,0.038058462930323
34,Venezuela,0,1,0,1,1976,2,0,1208,0.0016556291390728,0.0982120652382588,-0.009936818,0.018882609597689
36,Brazil,0,0,2,2,1976,2,0,1208,0.0016556291390728,0.0474667852272042,0.0131828339023468,0.0570026670928254
37,Austria,0,0,1,1,1976,1,0,1208,0.0008278145695364,0.1426373113008584,-0.072329556,0.0240571260583699
37,Bermuda,0,0,1,1,1976,1,0,1208,0.0008278145695364,0.0,0.0,0.0
37,Pakistan,0,0,1,1,1976,1,0,1208,0.0008278145695364,-0.044496238,0.0428995127110449,0.0556258349103398
37,Puerto Rico,0,0,1,1,1976,1,0,1208,0.0008278145695364,0.0333449017498307,0.0077939908203272,0.0451754467957053
37,Thailand,0,0,1,1,1976,1,0,1208,0.0008278145695364,0.0754294831511271,0.0112659804556027,-0.044224613
1,Soviet Union,80,69,46,195,1980,424,1,1243,0.3411102172164119,0.019355685452282,-0.166917418,-0.094159854
2,East Germany,47,37,42,126,1980,257,0,1243,0.2067578439259855,0.2166333723281624,-0.012795974,-0.259261104
3,Bulgaria,8,16,17,41,1980,73,0,1243,0.0587288817377312,0.0933639052482865,0.0060403658726689,-0.012116691
4,Cuba,8,7,5,20,1980,43,0,1243,0.0345937248592115,0.1150892571363936,-0.012649172,-0.039939664
5,Italy,8,3,4,15,1980,34,0,1243,0.0273531777956556,-0.028464728,0.000580383620461,0.0517707547535864
6,Hungary,7,10,15,32,1980,56,0,1243,0.0450522928399034,0.081822948682144,-0.015298107,0.0298869241525155
7,Romania,6,6,13,25,1980,43,0,1243,0.0345937248592115,0.1381380069280918,-0.032482878,-0.008737718
8,France,6,5,3,14,1980,31,0,1243,0.0249396621078037,-0.007371037,-0.005794931,-0.00930495
9,Great Britain,5,7,9,21,1980,38,0,1243,0.0305711987127916,-0.06192036,-0.031880806,-0.009741821
10,Poland,3,14,15,32,1980,52,0,1243,0.0418342719227675,0.0960781072930106,-0.033445012,0.0298788401460767
11,Sweden,3,3,6,12,1980,21,0,1243,0.0168946098149637,0.0678301712724681,-0.015719948,0.0220085393768702
12,Finland,3,1,4,8,1980,15,0,1243,0.0120675784392598,0.0687637573636961,0.0453412694394228,-0.030496104
13,Czechoslovakia,2,3,9,14,1980,21,0,1243,0.0168946098149637,0.0749821282239202,-0.036724513,0.056253129472886
14,Yugoslavia,2,3,4,9,1980,16,0,1243,0.0128720836685438,0.0853694851248009,-0.012944361,0.0515068632115274
15,Australia,2,2,5,9,1980,15,0,1243,0.0120675784392598,0.0593783761803394,0.0105979239956092,-0.017491077
16,Denmark,2,1,2,5,1980,10,0,1243,0.0080450522928399,0.11215174873682,-0.059377711,0.0395365798657709
17,Brazil,2,0,2,4,1980,8,0,1243,0.0064360418342719,0.0474667852272042,0.0131828339023468,0.0570026670928254
17,Ethiopia,2,0,2,4,1980,8,0,1243,0.0064360418342719,0.0501833073817357,0.0377994327773924,0.0065221512437059
19,Switzerland,2,0,0,2,1980,6,0,1243,0.0048270313757039,0.0645047778662797,-0.042643872,0.0670263595359131
20,Spain,1,3,2,6,1980,11,0,1243,0.0088495575221238,0.0523829915644519,-0.003431032,0.0516043365955357
21,Austria,1,2,1,4,1980,8,0,1243,0.0064360418342719,0.1426373113008584,-0.072329556,0.0240571260583699
22,Greece,1,0,2,3,1980,5,0,1243,0.0040225261464199,0.064844238365524,-0.031648542,-0.000569784
23,Belgium,1,0,0,1,1980,3,0,1243,0.0024135156878519,0.0999535450525768,-0.072116842,0.0394756734574606
23,India,1,0,0,1,1980,3,0,1243,0.0024135156878519,0.0354053868167537,0.0374176492799498,0.0175643905294755
23,Zimbabwe,1,0,0,1,1980,3,0,1243,0.0024135156878519,0.0,0.0,0.0
26,North Korea,0,3,2,5,1980,8,0,1243,0.0064360418342719,0.1003192821811706,-0.077190182,0.0701035846888015
27,Mongolia,0,2,2,4,1980,6,0,1243,0.0048270313757039,0.0356543206119922,0.0040909768986558,0.038058462930323
28,Tanzania,0,2,0,2,1980,4,0,1243,0.0032180209171359,0.0,0.0,0.0
29,Mexico,0,1,3,4,1980,5,0,1243,0.0040225261464199,-0.036453767,-0.033701709,-0.026782985
30,Netherlands,0,1,2,3,1980,4,0,1243,0.0032180209171359,0.0326027226637719,0.0182504912085674,-0.013945041
31,Ireland,0,1,1,2,1980,3,0,1243,0.0024135156878519,0.0043770977096089,0.0492732399711982,0.0361240253097746
32,Uganda,0,1,0,1,1980,2,0,1243,0.0016090104585679,0.0952758899767234,-0.08244583,0.076982418418866
32,Venezuela,0,1,0,1,1980,2,0,1243,0.0016090104585679,0.0982120652382588,-0.009936818,0.018882609597689
34,Jamaica,0,0,3,3,1980,3,0,1243,0.0024135156878519,0.0855338332575038,-0.021296139,0.0019865870098395
35,Guyana,0,0,1,1,1980,1,0,1243,0.0008045052292839,0.0,0.0,0.0
35,Lebanon,0,0,1,1,1980,1,0,1243,0.0008045052292839,0.0,0.0,0.0
1,United States,83,61,30,174,1984,401,1,1359,0.2950699043414275,-0.018635704,-0.009878765,-0.005536997
2,Romania,20,16,17,53,1984,109,0,1359,0.0802060338484179,0.1381380069280918,-0.032482878,-0.008737718
3,West Germany,17,19,23,59,1984,112,0,1359,0.0824135393671817,-0.039513987,0.1932056288316797,-0.044257035
4,China,15,8,9,32,1984,70,0,1359,0.0515084621044885,0.0349212185750656,-0.010283681,0.0244934903795986
5,Italy,14,6,12,32,1984,66,0,1359,0.0485651214128035,-0.028464728,0.000580383620461,0.0517707547535864
6,Canada,10,18,16,44,1984,82,0,1359,0.0603384841795437,0.0147731501056603,-0.004054787,0.0028425278416601
7,Japan,10,8,14,32,1984,60,0,1359,0.0441501103752759,0.0308954330278842,0.0076793706983338,-0.020519968
8,New Zealand,8,1,2,11,1984,28,0,1359,0.0206033848417954,0.0991513404046973,-0.003886849,0.0097812651250406
9,Yugoslavia,7,4,7,18,1984,36,0,1359,0.0264900662251655,0.0853694851248009,-0.012944361,0.0515068632115274
10,South Korea,6,6,7,19,1984,37,0,1359,0.0272259013980868,0.1299539397074564,-0.096731247,0.0460938076451412
11,Great Britain,5,11,21,37,1984,58,0,1359,0.0426784400294334,-0.06192036,-0.031880806,-0.009741821
12,France,5,7,16,28,1984,45,0,1359,0.0331125827814569,-0.007371037,-0.005794931,-0.00930495
13,Netherlands,5,2,6,13,1984,25,0,1359,0.0183958793230316,0.0326027226637719,0.0182504912085674,-0.013945041
14,Australia,4,8,12,24,1984,40,0,1359,0.0294334069168506,0.0593783761803394,0.0105979239956092,-0.017491077
15,Finland,4,2,6,12,1984,22,0,1359,0.0161883738042678,0.0687637573636961,0.0453412694394228,-0.030496104
16,Sweden,2,11,6,19,1984,34,0,1359,0.025018395879323,0.0678301712724681,-0.015719948,0.0220085393768702
17,Mexico,2,3,1,6,1984,13,0,1359,0.0095658572479764,-0.036453767,-0.033701709,-0.026782985
18,Morocco,2,0,0,2,1984,6,0,1359,0.0044150110375275,0.0572735364001462,-0.004840799,0.0265370076612803
19,Brazil,1,5,2,8,1984,15,0,1359,0.0110375275938189,0.0474667852272042,0.0131828339023468,0.0570026670928254
20,Spain,1,2,2,5,1984,9,0,1359,0.0066225165562913,0.0523829915644519,-0.003431032,0.0516043365955357
21,Belgium,1,1,2,4,1984,7,0,1359,0.0051508462104488,0.0999535450525768,-0.072116842,0.0394756734574606
22,Austria,1,1,1,3,1984,6,0,1359,0.0044150110375275,0.1426373113008584,-0.072329556,0.0240571260583699
23,Kenya,1,0,2,3,1984,5,0,1359,0.0036791758646063,-0.020869328,-0.005983973,0.0143254487759907
23,Portugal,1,0,2,3,1984,5,0,1359,0.0036791758646063,0.0502517307220905,0.0062580577956718,0.0442410827754413
25,Pakistan,1,0,0,1,1984,3,0,1359,0.0022075055187637,-0.044496238,0.0428995127110449,0.0556258349103398
26,Switzerland,0,4,4,8,1984,12,0,1359,0.0088300220750551,0.0645047778662797,-0.042643872,0.0670263595359131
27,Denmark,0,3,3,6,1984,9,0,1359,0.0066225165562913,0.11215174873682,-0.059377711,0.0395365798657709
28,Jamaica,0,1,2,3,1984,4,0,1359,0.002943340691685,0.0855338332575038,-0.021296139,0.0019865870098395
28,Norway,0,1,2,3,1984,4,0,1359,0.002943340691685,0.0736612564982121,0.0268687394913607,-0.030603601
30,Greece,0,1,1,2,1984,3,0,1359,0.0022075055187637,0.064844238365524,-0.031648542,-0.000569784
30,Nigeria,0,1,1,2,1984,3,0,1359,0.0022075055187637,0.0588066290734749,0.0090844331932762,0.0141666385594043
30,Puerto Rico,0,1,1,2,1984,3,0,1359,0.0022075055187637,0.0333449017498307,0.0077939908203272,0.0451754467957053
33,Colombia,0,1,0,1,1984,2,0,1359,0.0014716703458425,0.1484936336468682,-0.135378614,0.1076244483216264
33,Egypt,0,1,0,1,1984,2,0,1359,0.0014716703458425,-0.011362303,0.0170307797201968,-0.019578094
33,Ireland,0,1,0,1,1984,2,0,1359,0.0014716703458425,0.0043770977096089,0.0492732399711982,0.0361240253097746
33,Ivory Coast,0,1,0,1,1984,2,0,1359,0.0014716703458425,0.0,0.0,0.0
33,Peru,0,1,0,1,1984,2,0,1359,0.0014716703458425,-0.000488819,-0.001099503,0.0350495765136951
33,Syria,0,1,0,1,1984,2,0,1359,0.0014716703458425,0.0,0.0,0.0
33,Thailand,0,1,0,1,1984,2,0,1359,0.0014716703458425,0.0754294831511271,0.0112659804556027,-0.044224613
40,Turkey,0,0,3,3,1984,3,0,1359,0.0022075055187637,0.0348245838511438,0.0071872141261822,0.0390670382651637
40,Venezuela,0,0,3,3,1984,3,0,1359,0.0022075055187637,0.0982120652382588,-0.009936818,0.018882609597689
42,Algeria,0,0,2,2,1984,2,0,1359,0.0014716703458425,0.105674162807873,-0.062907429,0.0465656448550214
43,Cameroon,0,0,1,1,1984,1,0,1359,0.0007358351729212,0.2906221822213744,-0.144000571,-0.108229423
43,Chinese Taipei,0,0,1,1,1984,1,0,1359,0.0007358351729212,0.0799537392253963,-0.067888814,0.1200063996829422
43,Dominican Republic,0,0,1,1,1984,1,0,1359,0.0007358351729212,-0.001958229,0.0244336109896024,0.0942347767941562
43,Iceland,0,0,1,1,1984,1,0,1359,0.0007358351729212,0.0,0.0,0.0
43,Zambia,0,0,1,1,1984,1,0,1359,0.0007358351729212,0.0,0.0,0.0
1,Soviet Union,55,31,46,132,1988,273,0,1455,0.1876288659793814,0.019355685452282,-0.166917418,-0.094159854
2,East Germany,37,35,30,102,1988,211,0,1455,0.1450171821305842,0.2166333723281624,-0.012795974,-0.259261104
3,United States,36,31,27,94,1988,197,0,1455,0.1353951890034364,-0.018635704,-0.009878765,-0.005536997
4,South Korea,12,10,11,33,1988,67,1,1455,0.0460481099656357,0.1299539397074564,-0.096731247,0.0460938076451412
5,West Germany,11,14,15,40,1988,76,0,1455,0.052233676975945,-0.039513987,0.1932056288316797,-0.044257035
6,Hungary,11,6,6,23,1988,51,0,1455,0.0350515463917525,0.081822948682144,-0.015298107,0.0298869241525155
7,Bulgaria,10,12,13,35,1988,67,0,1455,0.0460481099656357,0.0933639052482865,0.0060403658726689,-0.012116691
8,Romania,7,11,6,24,1988,49,0,1455,0.0336769759450171,0.1381380069280918,-0.032482878,-0.008737718
9,France,6,4,6,16,1988,32,0,1455,0.0219931271477663,-0.007371037,-0.005794931,-0.00930495
10,Italy,6,4,4,14,1988,30,0,1455,0.0206185567010309,-0.028464728,0.000580383620461,0.0517707547535864
11,China,5,11,12,28,1988,49,0,1455,0.0336769759450171,0.0349212185750656,-0.010283681,0.0244934903795986
12,Great Britain,5,10,9,24,1988,44,0,1455,0.0302405498281786,-0.06192036,-0.031880806,-0.009741821
13,Kenya,5,2,2,9,1988,21,0,1455,0.0144329896907216,-0.020869328,-0.005983973,0.0143254487759907
14,Japan,4,3,7,14,1988,25,0,1455,0.0171821305841924,0.0308954330278842,0.0076793706983338,-0.020519968
15,Australia,3,6,5,14,1988,26,0,1455,0.0178694158075601,0.0593783761803394,0.0105979239956092,-0.017491077
16,Yugoslavia,3,4,5,12,1988,22,0,1455,0.0151202749140893,0.0853694851248009,-0.012944361,0.0515068632115274
17,Czechoslovakia,3,3,2,8,1988,17,0,1455,0.0116838487972508,0.0749821282239202,-0.036724513,0.056253129472886
18,New Zealand,3,2,8,13,1988,21,0,1455,0.0144329896907216,0.0991513404046973,-0.003886849,0.0097812651250406
19,Canada,3,2,5,10,1988,18,0,1455,0.0123711340206185,0.0147731501056603,-0.004054787,0.0028425278416601
20,Poland,2,5,9,16,1988,25,0,1455,0.0171821305841924,0.0960781072930106,-0.033445012,0.0298788401460767
21,Norway,2,3,0,5,1988,12,0,1455,0.0082474226804123,0.0736612564982121,0.0268687394913607,-0.030603601
22,Netherlands,2,2,5,9,1988,15,0,1455,0.0103092783505154,0.0326027226637719,0.0182504912085674,-0.013945041
23,Denmark,2,1,1,4,1988,9,0,1455,0.0061855670103092,0.11215174873682,-0.059377711,0.0395365798657709
24,Brazil,1,2,3,6,1988,10,0,1455,0.0068728522336769,0.0474667852272042,0.0131828339023468,0.0570026670928254
25,Finland,1,1,2,4,1988,7,0,1455,0.0048109965635738,0.0687637573636961,0.0453412694394228,-0.030496104
25,Spain,1,1,2,4,1988,7,0,1455,0.0048109965635738,0.0523829915644519,-0.003431032,0.0516043365955357
27,Turkey,1,1,0,2,1988,5,0,1455,0.0034364261168384,0.0348245838511438,0.0071872141261822,0.0390670382651637
28,Morocco,1,0,2,3,1988,5,0,1455,0.0034364261168384,0.0572735364001462,-0.004840799,0.0265370076612803
29,Austria,1,0,0,1,1988,3,0,1455,0.002061855670103,0.1426373113008584,-0.072329556,0.0240571260583699
29,Portugal,1,0,0,1,1988,3,0,1455,0.002061855670103,0.0502517307220905,0.0062580577956718,0.0442410827754413
29,Suriname,1,0,0,1,1988,3,0,1455,0.002061855670103,0.0,0.0,0.0
32,Sweden,0,4,7,11,1988,15,0,1455,0.0103092783505154,0.0678301712724681,-0.015719948,0.0220085393768702
33,Switzerland,0,2,2,4,1988,6,0,1455,0.0041237113402061,0.0645047778662797,-0.042643872,0.0670263595359131
34,Jamaica,0,2,0,2,1988,4,0,1455,0.0027491408934707,0.0855338332575038,-0.021296139,0.0019865870098395
35,Argentina,0,1,1,2,1988,3,0,1455,0.002061855670103,0.0377932089641432,-0.009101754,0.0501999133209208
36,Chile,0,1,0,1,1988,2,0,1455,0.0013745704467353,0.0061582518953526,-0.003767427,0.0468435264192354
36,Costa Rica,0,1,0,1,1988,2,0,1455,0.0013745704467353,0.0,0.0,0.0
36,Indonesia,0,1,0,1,1988,2,0,1455,0.0013745704467353,0.0325525821731489,0.0679903256525186,-0.011363667
36,Iran,0,1,0,1,1988,2,0,1455,0.0013745704467353,0.0238295166639712,0.0229610738475428,0.0439875021982788
36,Netherlands Antilles,0,1,0,1,1988,2,0,1455,0.0013745704467353,0.0,0.0,0.0
36,Peru,0,1,0,1,1988,2,0,1455,0.0013745704467353,-0.000488819,-0.001099503,0.0350495765136951
36,Senegal,0,1,0,1,1988,2,0,1455,0.0013745704467353,0.0,0.0,0.0
36,Virgin Islands,0,1,0,1,1988,2,0,1455,0.0013745704467353,0.0,0.0,0.0
44,Belgium,0,0,2,2,1988,2,0,1455,0.0013745704467353,0.0999535450525768,-0.072116842,0.0394756734574606
44,Mexico,0,0,2,2,1988,2,0,1455,0.0013745704467353,-0.036453767,-0.033701709,-0.026782985
46,Colombia,0,0,1,1,1988,1,0,1455,0.0006872852233676,0.1484936336468682,-0.135378614,0.1076244483216264
46,Djibouti,0,0,1,1,1988,1,0,1455,0.0006872852233676,0.0,0.0,0.0
46,Greece,0,0,1,1,1988,1,0,1455,0.0006872852233676,0.064844238365524,-0.031648542,-0.000569784
46,Mongolia,0,0,1,1,1988,1,0,1455,0.0006872852233676,0.0356543206119922,0.0040909768986558,0.038058462930323
46,Pakistan,0,0,1,1,1988,1,0,1455,0.0006872852233676,-0.044496238,0.0428995127110449,0.0556258349103398
46,Philippines,0,0,1,1,1988,1,0,1455,0.0006872852233676,0.1125621440638615,0.0413774240570134,-0.04002275
46,Thailand,0,0,1,1,1988,1,0,1455,0.0006872852233676,0.0754294831511271,0.0112659804556027,-0.044224613
1,Unified Team,45,38,29,112,1992,240,0,1592,0.1507537688442211,0.0,0.0,0.0
2,United States,37,34,37,108,1992,216,0,1592,0.135678391959799,-0.018635704,-0.009878765,-0.005536997
3,Germany,33,21,28,82,1992,169,0,1592,0.1061557788944723,0.0037464236304567,0.054508500406284,0.0294116358445334
4,China,16,22,16,54,1992,108,0,1592,0.0678391959798995,0.0349212185750656,-0.010283681,0.0244934903795986
5,Cuba,14,6,11,31,1992,65,0,1592,0.0408291457286432,0.1150892571363936,-0.012649172,-0.039939664
6,Spain,13,7,2,22,1992,55,1,1592,0.0345477386934673,0.0523829915644519,-0.003431032,0.0516043365955357
7,South Korea,12,5,12,29,1992,58,0,1592,0.0364321608040201,0.1299539397074564,-0.096731247,0.0460938076451412
8,Hungary,11,12,7,30,1992,64,0,1592,0.0402010050251256,0.081822948682144,-0.015298107,0.0298869241525155
9,France,8,5,16,29,1992,50,0,1592,0.0314070351758793,-0.007371037,-0.005794931,-0.00930495
10,Australia,7,9,11,27,1992,50,0,1592,0.0314070351758793,0.0593783761803394,0.0105979239956092,-0.017491077
11,Canada,7,4,7,18,1992,36,0,1592,0.0226130653266331,0.0147731501056603,-0.004054787,0.0028425278416601
12,Italy,6,5,8,19,1992,36,0,1592,0.0226130653266331,-0.028464728,0.000580383620461,0.0517707547535864
13,Great Britain,5,3,12,20,1992,33,0,1592,0.0207286432160804,-0.06192036,-0.031880806,-0.009741821
14,Romania,4,6,8,18,1992,32,0,1592,0.0201005025125628,0.1381380069280918,-0.032482878,-0.008737718
15,Czechoslovakia,4,2,1,7,1992,17,0,1592,0.0106783919597989,0.0749821282239202,-0.036724513,0.056253129472886
16,North Korea,4,0,5,9,1992,17,0,1592,0.0106783919597989,0.1003192821811706,-0.077190182,0.0701035846888015
17,Japan,3,8,11,22,1992,36,0,1592,0.0226130653266331,0.0308954330278842,0.0076793706983338,-0.020519968
18,Bulgaria,3,7,6,16,1992,29,0,1592,0.01821608040201,0.0933639052482865,0.0060403658726689,-0.012116691
19,Poland,3,6,10,19,1992,31,0,1592,0.0194723618090452,0.0960781072930106,-0.033445012,0.0298788401460767
20,Netherlands,2,6,7,15,1992,25,0,1592,0.0157035175879396,0.0326027226637719,0.0182504912085674,-0.013945041
21,Kenya,2,4,2,8,1992,16,0,1592,0.0100502512562814,-0.020869328,-0.005983973,0.0143254487759907
22,Norway,2,4,1,7,1992,15,0,1592,0.0094221105527638,0.0736612564982121,0.0268687394913607,-0.030603601
23,Turkey,2,2,2,6,1992,12,0,1592,0.007537688442211,0.0348245838511438,0.0071872141261822,0.0390670382651637
24,Indonesia,2,2,1,5,1992,11,0,1592,0.0069095477386934,0.0325525821731489,0.0679903256525186,-0.011363667
25,Brazil,2,1,0,3,1992,8,0,1592,0.0050251256281407,0.0474667852272042,0.0131828339023468,0.0570026670928254
26,Greece,2,0,0,2,1992,6,0,1592,0.0037688442211055,0.064844238365524,-0.031648542,-0.000569784
27,Sweden,1,7,4,12,1992,21,0,1592,0.0131909547738693,0.0678301712724681,-0.015719948,0.0220085393768702
28,New Zealand,1,4,5,10,1992,16,0,1592,0.0100502512562814,0.0991513404046973,-0.003886849,0.0097812651250406
29,Finland,1,2,2,5,1992,9,0,1592,0.0056532663316582,0.0687637573636961,0.0453412694394228,-0.030496104
30,Denmark,1,1,4,6,1992,9,0,1592,0.0056532663316582,0.11215174873682,-0.059377711,0.0395365798657709
31,Morocco,1,1,1,3,1992,6,0,1592,0.0037688442211055,0.0572735364001462,-0.004840799,0.0265370076612803
32,Ireland,1,1,0,2,1992,5,0,1592,0.0031407035175879,0.0043770977096089,0.0492732399711982,0.0361240253097746
33,Ethiopia,1,0,2,3,1992,5,0,1592,0.0031407035175879,0.0501833073817357,0.0377994327773924,0.0065221512437059
34,Algeria,1,0,1,2,1992,4,0,1592,0.0025125628140703,0.105674162807873,-0.062907429,0.0465656448550214
34,Estonia,1,0,1,2,1992,4,0,1592,0.0025125628140703,0.0880598816225788,-0.056791081,0.029837845459897
