Rank,NOC,Gold,Silver,Bronze,Total,Year,Total Score,Is Host,Yearly Total Score,Score_Rate
61,Tonga,0,1,0,1,1996,2,0,1657,0.0012070006035003018
61,Zambia,0,1,0,1,1996,2,0,1657,0.0012070006035003018
68,Georgia,0,0,2,2,1996,2,0,1657,0.0012070006035003018
68,Morocco,0,0,2,2,1996,2,0,1657,0.0012070006035003018
68,Trinidad and Tobago,0,0,2,2,1996,2,0,1657,0.0012070006035003018
71,India,0,0,1,1,1996,1,0,1657,0.0006035003017501509
71,Israel,0,0,1,1,1996,1,0,1657,0.0006035003017501509
71,Lithuania,0,0,1,1,1996,1,0,1657,0.0006035003017501509
71,Mexico,0,0,1,1,1996,1,0,1657,0.0006035003017501509
71,Mongolia,0,0,1,1,1996,1,0,1657,0.0006035003017501509
71,Mozambique,0,0,1,1,1996,1,0,1657,0.0006035003017501509
71,Puerto Rico,0,0,1,1,1996,1,0,1657,0.0006035003017501509
71,Tunisia,0,0,1,1,1996,1,0,1657,0.0006035003017501509
71,Uganda,0,0,1,1,1996,1,0,1657,0.0006035003017501509
1,United States,37,24,32,93,2000,191,0,1827,0.10454296661193213
2,Russia,32,28,29,89,2000,181,0,1827,0.09906951286261631
3,China,28,16,14,58,2000,130,0,1827,0.07115489874110564
4,Australia,16,25,17,58,2000,115,1,1827,0.06294471811713191
5,Germany,13,17,26,56,2000,99,0,1827,0.054187192118226604
6,France,13,14,11,38,2000,78,0,1827,0.042692939244663386
7,Italy,13,8,13,34,2000,68,0,1827,0.037219485495347565
8,Netherlands,12,9,4,25,2000,58,0,1827,0.031746031746031744
9,Cuba,11,11,7,29,2000,62,0,1827,0.03393541324575807
10,Great Britain,11,10,7,28,2000,60,0,1827,0.03284072249589491
11,Romania,11,6,9,26,2000,54,0,1827,0.029556650246305417
12,South Korea,8,10,10,28,2000,54,0,1827,0.029556650246305417
13,Hungary,8,6,3,17,2000,39,0,1827,0.021346469622331693
14,Poland,6,5,3,14,2000,31,0,1827,0.016967706622879036
15,Japan,5,8,5,18,2000,36,0,1827,0.019704433497536946
16,Bulgaria,5,6,2,13,2000,29,0,1827,0.015873015873015872
17,Greece,4,6,3,13,2000,27,0,1827,0.014778325123152709
18,Sweden,4,5,3,12,2000,25,0,1827,0.013683634373289545
19,Norway,4,3,3,10,2000,21,0,1827,0.011494252873563218
20,Ethiopia,4,1,3,8,2000,17,0,1827,0.009304871373836891
21,Ukraine,3,10,10,23,2000,39,0,1827,0.021346469622331693
22,Kazakhstan,3,4,0,7,2000,17,0,1827,0.009304871373836891
23,Belarus,3,3,11,17,2000,26,0,1827,0.014230979748221127
24,Canada,3,3,8,14,2000,23,0,1827,0.012588943623426382
25,Spain,3,3,5,11,2000,20,0,1827,0.010946907498631636
26,Turkey,3,0,2,5,2000,11,0,1827,0.0060207991242474
27,Iran,3,0,1,4,2000,10,0,1827,0.005473453749315818
28,Czech Republic,2,3,3,8,2000,15,0,1827,0.008210180623973728
29,Kenya,2,3,2,7,2000,14,0,1827,0.007662835249042145
30,Denmark,2,3,1,6,2000,13,0,1827,0.0071154898741105635
31,Finland,2,1,1,4,2000,9,0,1827,0.0049261083743842365
32,Austria,2,1,0,3,2000,8,0,1827,0.004378762999452655
33,Lithuania,2,0,3,5,2000,9,0,1827,0.0049261083743842365
34,Azerbaijan,2,0,1,3,2000,7,0,1827,0.0038314176245210726
34,Bahamas,2,0,1,3,2000,7,0,1827,0.0038314176245210726
36,Slovenia,2,0,0,2,2000,6,0,1827,0.003284072249589491
37,Switzerland,1,6,2,9,2000,17,0,1827,0.009304871373836891
38,Indonesia,1,3,2,6,2000,11,0,1827,0.0060207991242474
39,Slovakia,1,3,1,5,2000,10,0,1827,0.005473453749315818
40,Mexico,1,2,3,6,2000,10,0,1827,0.005473453749315818
41,Nigeria,1,2,0,3,2000,7,0,1827,0.0038314176245210726
42,Algeria,1,1,3,5,2000,8,0,1827,0.004378762999452655
43,Uzbekistan,1,1,2,4,2000,7,0,1827,0.0038314176245210726
44,FR Yugoslavia,1,1,1,3,2000,6,0,1827,0.003284072249589491
44,Latvia,1,1,1,3,2000,6,0,1827,0.003284072249589491
46,New Zealand,1,0,3,4,2000,6,0,1827,0.003284072249589491
47,Estonia,1,0,2,3,2000,5,0,1827,0.002736726874657909
47,Thailand,1,0,2,3,2000,5,0,1827,0.002736726874657909
49,Croatia,1,0,1,2,2000,4,0,1827,0.0021893814997263274
50,Cameroon,1,0,0,1,2000,3,0,1827,0.0016420361247947454
50,Colombia,1,0,0,1,2000,3,0,1827,0.0016420361247947454
50,Mozambique,1,0,0,1,2000,3,0,1827,0.0016420361247947454
53,Brazil,0,6,6,12,2000,18,0,1827,0.009852216748768473
54,Jamaica,0,6,3,9,2000,15,0,1827,0.008210180623973728
55,Belgium,0,2,3,5,2000,7,0,1827,0.0038314176245210726
55,South Africa,0,2,3,5,2000,7,0,1827,0.0038314176245210726
57,Argentina,0,2,2,4,2000,6,0,1827,0.003284072249589491
58,Chinese Taipei,0,1,4,5,2000,6,0,1827,0.003284072249589491
58,Morocco,0,1,4,5,2000,6,0,1827,0.003284072249589491
60,North Korea,0,1,3,4,2000,5,0,1827,0.002736726874657909
61,Moldova,0,1,1,2,2000,3,0,1827,0.0016420361247947454
61,Saudi Arabia,0,1,1,2,2000,3,0,1827,0.0016420361247947454
61,Trinidad and Tobago,0,1,1,2,2000,3,0,1827,0.0016420361247947454
64,Ireland,0,1,0,1,2000,2,0,1827,0.0010946907498631637
64,Sri Lanka,0,1,0,1,2000,2,0,1827,0.0010946907498631637
64,Uruguay,0,1,0,1,2000,2,0,1827,0.0010946907498631637
64,Vietnam,0,1,0,1,2000,2,0,1827,0.0010946907498631637
68,Georgia,0,0,6,6,2000,6,0,1827,0.003284072249589491
69,Costa Rica,0,0,2,2,2000,2,0,1827,0.0010946907498631637
69,Portugal,0,0,2,2,2000,2,0,1827,0.0010946907498631637
71,Armenia,0,0,1,1,2000,1,0,1827,0.0005473453749315818
71,Barbados,0,0,1,1,2000,1,0,1827,0.0005473453749315818
71,Chile,0,0,1,1,2000,1,0,1827,0.0005473453749315818
71,Iceland,0,0,1,1,2000,1,0,1827,0.0005473453749315818
71,India,0,0,1,1,2000,1,0,1827,0.0005473453749315818
71,Israel,0,0,1,1,2000,1,0,1827,0.0005473453749315818
71,Kuwait,0,0,1,1,2000,1,0,1827,0.0005473453749315818
71,Kyrgyzstan,0,0,1,1,2000,1,0,1827,0.0005473453749315818
71,Macedonia,0,0,1,1,2000,1,0,1827,0.0005473453749315818
71,Qatar,0,0,1,1,2000,1,0,1827,0.0005473453749315818
1,United States,36,39,26,101,2004,212,0,1828,0.11597374179431072
2,China,32,17,14,63,2004,144,0,1828,0.0787746170678337
3,Russia,28,26,36,90,2004,172,0,1828,0.09409190371991247
4,Australia,17,16,17,50,2004,100,0,1828,0.05470459518599562
5,Japan,16,9,12,37,2004,78,0,1828,0.04266958424507659
6,Germany,13,16,20,49,2004,91,0,1828,0.049781181619256015
7,France,11,9,13,33,2004,64,0,1828,0.0350109409190372
8,Italy,10,11,11,32,2004,63,0,1828,0.03446389496717724
9,South Korea,9,12,9,30,2004,60,0,1828,0.03282275711159737
10,Great Britain,9,9,12,30,2004,57,0,1828,0.031181619256017507
11,Cuba,9,7,11,27,2004,52,0,1828,0.028446389496717725
12,Hungary,8,6,3,17,2004,39,0,1828,0.021334792122538294
13,Ukraine,8,5,9,22,2004,43,0,1828,0.023522975929978117
14,Romania,8,5,6,19,2004,40,0,1828,0.02188183807439825
15,Greece,6,6,4,16,2004,34,1,1828,0.018599562363238512
16,Brazil,5,2,3,10,2004,22,0,1828,0.012035010940919038
17,Norway,5,0,1,6,2004,16,0,1828,0.0087527352297593
18,Netherlands,4,9,9,22,2004,39,0,1828,0.021334792122538294
19,Sweden,4,2,1,7,2004,17,0,1828,0.009299781181619256
20,Spain,3,11,6,20,2004,37,0,1828,0.02024070021881838
21,Canada,3,6,3,12,2004,24,0,1828,0.01312910284463895
22,Turkey,3,3,4,10,2004,19,0,1828,0.010393873085339168
23,Poland,3,2,5,10,2004,18,0,1828,0.009846827133479213
24,New Zealand,3,2,0,5,2004,13,0,1828,0.007111597374179431
25,Thailand,3,1,4,8,2004,15,0,1828,0.008205689277899343
26,Belarus,2,5,6,13,2004,22,0,1828,0.012035010940919038
27,Austria,2,4,1,7,2004,15,0,1828,0.008205689277899343
28,Ethiopia,2,3,2,7,2004,14,0,1828,0.007658643326039387
29,Iran,2,2,2,6,2004,12,0,1828,0.006564551422319475
29,Slovakia,2,2,2,6,2004,12,0,1828,0.006564551422319475
31,Chinese Taipei,2,2,1,5,2004,11,0,1828,0.006017505470459519
32,Georgia,2,2,0,4,2004,10,0,1828,0.005470459518599562
33,Bulgaria,2,1,9,12,2004,17,0,1828,0.009299781181619256
34,Denmark,2,1,5,8,2004,13,0,1828,0.007111597374179431
35,Jamaica,2,1,2,5,2004,10,0,1828,0.005470459518599562
35,Uzbekistan,2,1,2,5,2004,10,0,1828,0.005470459518599562
37,Morocco,2,1,0,3,2004,8,0,1828,0.00437636761487965
38,Argentina,2,0,4,6,2004,10,0,1828,0.005470459518599562
39,Chile,2,0,1,3,2004,7,0,1828,0.0038293216630196935
40,Kazakhstan,1,4,3,8,2004,14,0,1828,0.007658643326039387
41,Kenya,1,4,2,7,2004,13,0,1828,0.007111597374179431
42,Czech Republic,1,3,5,9,2004,14,0,1828,0.007658643326039387
43,South Africa,1,3,2,6,2004,11,0,1828,0.006017505470459519
44,Croatia,1,2,2,5,2004,9,0,1828,0.004923413566739606
45,Lithuania,1,2,0,3,2004,7,0,1828,0.0038293216630196935
46,Egypt,1,1,3,5,2004,8,0,1828,0.00437636761487965
46,Switzerland,1,1,3,5,2004,8,0,1828,0.00437636761487965
48,Indonesia,1,1,2,4,2004,7,0,1828,0.0038293216630196935
49,Zimbabwe,1,1,1,3,2004,6,0,1828,0.0032822757111597373
50,Azerbaijan,1,0,4,5,2004,7,0,1828,0.0038293216630196935
51,Belgium,1,0,2,3,2004,5,0,1828,0.002735229759299781
52,Bahamas,1,0,1,2,2004,4,0,1828,0.002188183807439825
52,Israel,1,0,1,2,2004,4,0,1828,0.002188183807439825
54,Cameroon,1,0,0,1,2004,3,0,1828,0.0016411378555798686
54,Dominican Republic,1,0,0,1,2004,3,0,1828,0.0016411378555798686
54,United Arab Emirates,1,0,0,1,2004,3,0,1828,0.0016411378555798686
57,North Korea,0,4,1,5,2004,9,0,1828,0.004923413566739606
58,Latvia,0,4,0,4,2004,8,0,1828,0.00437636761487965
59,Mexico,0,3,1,4,2004,7,0,1828,0.0038293216630196935
60,Portugal,0,2,1,3,2004,5,0,1828,0.002735229759299781
61,Finland,0,2,0,2,2004,4,0,1828,0.002188183807439825
61,Serbia and Montenegro,0,2,0,2,2004,4,0,1828,0.002188183807439825
63,Slovenia,0,1,3,4,2004,5,0,1828,0.002735229759299781
64,Estonia,0,1,2,3,2004,4,0,1828,0.002188183807439825
65,Hong Kong,0,1,0,1,2004,2,0,1828,0.0010940919037199124
65,India,0,1,0,1,2004,2,0,1828,0.0010940919037199124
65,Paraguay,0,1,0,1,2004,2,0,1828,0.0010940919037199124
68,Colombia,0,0,2,2,2004,2,0,1828,0.0010940919037199124
68,Nigeria,0,0,2,2,2004,2,0,1828,0.0010940919037199124
68,Venezuela,0,0,2,2,2004,2,0,1828,0.0010940919037199124
71,Eritrea,0,0,1,1,2004,1,0,1828,0.0005470459518599562
71,Mongolia,0,0,1,1,2004,1,0,1828,0.0005470459518599562
71,Syria,0,0,1,1,2004,1,0,1828,0.0005470459518599562
71,Trinidad and Tobago,0,0,1,1,2004,1,0,1828,0.0005470459518599562
1,China,48,22,30,100,2008,218,1,1865,0.11689008042895442
2,United States,36,39,37,112,2008,223,0,1865,0.1195710455764075
3,Russia,24,13,23,60,2008,121,0,1865,0.0648793565683646
4,Great Britain,19,13,19,51,2008,102,0,1865,0.054691689008042894
5,Germany,16,11,14,41,2008,84,0,1865,0.04504021447721179
6,Australia,14,15,17,46,2008,89,0,1865,0.04772117962466488
7,South Korea,13,11,8,32,2008,69,0,1865,0.036997319034852545
8,Japan,9,8,8,25,2008,51,0,1865,0.027345844504021447
9,Italy,8,9,10,27,2008,52,0,1865,0.027882037533512063
10,France,7,16,20,43,2008,73,0,1865,0.039142091152815014
11,Netherlands,7,5,4,16,2008,35,0,1865,0.01876675603217158
12,Ukraine,7,4,11,22,2008,40,0,1865,0.021447721179624665
13,Kenya,6,4,6,16,2008,32,0,1865,0.017158176943699734
14,Spain,5,11,3,19,2008,40,0,1865,0.021447721179624665
15,Jamaica,5,4,2,11,2008,25,0,1865,0.013404825737265416
16,Poland,4,5,2,11,2008,24,0,1865,0.012868632707774798
17,Ethiopia,4,2,1,7,2008,17,0,1865,0.009115281501340482
18,Romania,4,1,4,9,2008,18,0,1865,0.0096514745308311
19,Cuba,3,10,17,30,2008,46,0,1865,0.024664879356568366
20,Canada,3,9,8,20,2008,35,0,1865,0.01876675603217158
21,Hungary,3,5,2,10,2008,21,0,1865,0.011260053619302948
22,Norway,3,5,1,9,2008,20,0,1865,0.010723860589812333
23,Brazil,3,4,10,17,2008,27,0,1865,0.014477211796246649
24,Belarus,3,4,7,14,2008,24,0,1865,0.012868632707774798
25,Czech Republic,3,3,1,7,2008,16,0,1865,0.008579088471849867
26,Slovakia,3,3,0,6,2008,15,0,1865,0.00804289544235925
27,New Zealand,3,2,4,9,2008,17,0,1865,0.009115281501340482
28,Georgia,3,2,2,7,2008,15,0,1865,0.00804289544235925
29,Kazakhstan,2,3,4,9,2008,16,0,1865,0.008579088471849867
30,Denmark,2,2,3,7,2008,13,0,1865,0.006970509383378016
31,North Korea,2,2,2,6,2008,12,0,1865,0.006434316353887399
31,Thailand,2,2,2,6,2008,12,0,1865,0.006434316353887399
33,Mongolia,2,2,0,4,2008,10,0,1865,0.005361930294906166
34,Switzerland,2,1,4,7,2008,12,0,1865,0.006434316353887399
35,Argentina,2,0,4,6,2008,10,0,1865,0.005361930294906166
36,Mexico,2,0,2,4,2008,8,0,1865,0.004289544235924933
37,Belgium,2,0,0,2,2008,6,0,1865,0.0032171581769436996
38,Zimbabwe,1,3,0,4,2008,9,0,1865,0.00482573726541555
39,Slovenia,1,2,2,5,2008,9,0,1865,0.00482573726541555
40,Azerbaijan,1,1,4,6,2008,9,0,1865,0.00482573726541555
40,Indonesia,1,1,4,6,2008,9,0,1865,0.00482573726541555
42,Bulgaria,1,1,3,5,2008,8,0,1865,0.004289544235924933
42,Turkey,1,1,3,5,2008,8,0,1865,0.004289544235924933
44,Chinese Taipei,1,1,2,4,2008,7,0,1865,0.0037533512064343165
44,Finland,1,1,2,4,2008,7,0,1865,0.0037533512064343165
46,Latvia,1,1,1,3,2008,6,0,1865,0.0032171581769436996
47,Dominican Republic,1,1,0,2,2008,5,0,1865,0.002680965147453083
47,Estonia,1,1,0,2,2008,5,0,1865,0.002680965147453083
47,Portugal,1,1,0,2,2008,5,0,1865,0.002680965147453083
47,Trinidad and Tobago,1,1,0,2,2008,5,0,1865,0.002680965147453083
51,India,1,0,2,3,2008,5,0,1865,0.002680965147453083
52,Iran,1,0,1,2,2008,4,0,1865,0.0021447721179624667
53,Cameroon,1,0,0,1,2008,3,0,1865,0.0016085790884718498
53,Panama,1,0,0,1,2008,3,0,1865,0.0016085790884718498
53,Tunisia,1,0,0,1,2008,3,0,1865,0.0016085790884718498
56,Sweden,0,4,1,5,2008,9,0,1865,0.00482573726541555
57,Lithuania,0,3,2,5,2008,8,0,1865,0.004289544235924933
57,Nigeria,0,3,2,5,2008,8,0,1865,0.004289544235924933
59,Croatia,0,2,3,5,2008,7,0,1865,0.0037533512064343165
60,Colombia,0,2,1,3,2008,5,0,1865,0.002680965147453083
60,Greece,0,2,1,3,2008,5,0,1865,0.002680965147453083
62,Armenia,0,1,4,5,2008,6,0,1865,0.0032171581769436996
63,Uzbekistan,0,1,3,4,2008,5,0,1865,0.002680965147453083
64,Austria,0,1,2,3,2008,4,0,1865,0.0021447721179624667
64,Ireland,0,1,2,3,2008,4,0,1865,0.0021447721179624667
64,Kyrgyzstan,0,1,2,3,2008,4,0,1865,0.0021447721179624667
64,Serbia,0,1,2,3,2008,4,0,1865,0.0021447721179624667
68,Algeria,0,1,1,2,2008,3,0,1865,0.0016085790884718498
68,Bahamas,0,1,1,2,2008,3,0,1865,0.0016085790884718498
68,Morocco,0,1,1,2,2008,3,0,1865,0.0016085790884718498
68,Tajikistan,0,1,1,2,2008,3,0,1865,0.0016085790884718498
72,Chile,0,1,0,1,2008,2,0,1865,0.0010723860589812334
72,Ecuador,0,1,0,1,2008,2,0,1865,0.0010723860589812334
72,Iceland,0,1,0,1,2008,2,0,1865,0.0010723860589812334
72,Malaysia,0,1,0,1,2008,2,0,1865,0.0010723860589812334
72,Samoa,0,1,0,1,2008,2,0,1865,0.0010723860589812334
72,Singapore,0,1,0,1,2008,2,0,1865,0.0010723860589812334
72,South Africa,0,1,0,1,2008,2,0,1865,0.0010723860589812334
72,Sudan,0,1,0,1,2008,2,0,1865,0.0010723860589812334
72,Vietnam,0,1,0,1,2008,2,0,1865,0.0010723860589812334
81,Egypt,0,0,2,2,2008,2,0,1865,0.0010723860589812334
82,Afghanistan,0,0,1,1,2008,1,0,1865,0.0005361930294906167
82,Israel,0,0,1,1,2008,1,0,1865,0.0005361930294906167
82,Mauritius,0,0,1,1,2008,1,0,1865,0.0005361930294906167
82,Moldova,0,0,1,1,2008,1,0,1865,0.0005361930294906167
82,Togo,0,0,1,1,2008,1,0,1865,0.0005361930294906167
82,Venezuela,0,0,1,1,2008,1,0,1865,0.0005361930294906167
1,United States,48,26,30,104,2012,226,0,1871,0.1207910208444682
2,China,39,31,22,92,2012,201,0,1871,0.10742918225547836
3,Great Britain,29,18,18,65,2012,141,1,1871,0.07536076964190272
4,Russia,18,21,26,65,2012,122,0,1871,0.06520577231427044
5,South Korea,13,9,9,31,2012,66,0,1871,0.03527525387493319
6,Germany,11,20,13,44,2012,86,0,1871,0.04596472474612507
7,France,11,11,13,35,2012,68,0,1871,0.036344200962052375
8,Australia,8,15,12,35,2012,66,0,1871,0.03527525387493319
9,Italy,8,9,11,28,2012,53,0,1871,0.028327097808658473
10,Hungary,8,4,6,18,2012,38,0,1871,0.020309994655264563
11,Japan,7,14,17,38,2012,66,0,1871,0.03527525387493319
12,Iran,7,5,1,13,2012,32,0,1871,0.017103153393907
13,Netherlands,6,6,8,20,2012,38,0,1871,0.020309994655264563
14,New Zealand,6,2,5,13,2012,27,0,1871,0.014430785676109033
15,Ukraine,5,4,10,19,2012,33,0,1871,0.017637626937466594
16,Cuba,5,3,7,15,2012,28,0,1871,0.014965259219668627
17,Spain,4,10,6,20,2012,38,0,1871,0.020309994655264563
18,Jamaica,4,5,4,13,2012,26,0,1871,0.01389631213254944
19,Czech Republic,4,4,3,11,2012,23,0,1871,0.012292891501870658
20,South Africa,4,1,1,6,2012,15,0,1871,0.008017103153393906
21,North Korea,4,0,2,6,2012,14,0,1871,0.0074826296098343134
22,Brazil,3,5,9,17,2012,28,0,1871,0.014965259219668627
23,Kazakhstan,3,2,6,11,2012,19,0,1871,0.010154997327632281
23,Poland,3,2,6,11,2012,19,0,1871,0.010154997327632281
25,Ethiopia,3,2,3,8,2012,16,0,1871,0.0085515766969535
26,Croatia,3,1,2,6,2012,13,0,1871,0.00694815606627472
27,Canada,2,6,10,18,2012,28,0,1871,0.014965259219668627
28,Belarus,2,5,3,10,2012,19,0,1871,0.010154997327632281
29,Kenya,2,4,7,13,2012,21,0,1871,0.01122394441475147
30,Denmark,2,4,3,9,2012,17,0,1871,0.009086050240513094
31,Romania,2,4,1,7,2012,15,0,1871,0.008017103153393906
32,Azerbaijan,2,2,5,9,2012,15,0,1871,0.008017103153393906
33,Switzerland,2,2,0,4,2012,10,0,1871,0.005344735435595938
34,Norway,2,1,1,4,2012,9,0,1871,0.004810261892036344
35,Lithuania,2,0,3,5,2012,9,0,1871,0.004810261892036344
36,Tunisia,2,0,1,3,2012,7,0,1871,0.0037413148049171567
37,Sweden,1,4,3,8,2012,14,0,1871,0.0074826296098343134
38,Colombia,1,3,5,9,2012,14,0,1871,0.0074826296098343134
39,Mexico,1,3,4,8,2012,13,0,1871,0.00694815606627472
40,Georgia,1,2,3,6,2012,10,0,1871,0.005344735435595938
41,Ireland,1,1,4,6,2012,9,0,1871,0.004810261892036344
42,Argentina,1,1,2,4,2012,7,0,1871,0.0037413148049171567
42,Serbia,1,1,2,4,2012,7,0,1871,0.0037413148049171567
42,Slovenia,1,1,2,4,2012,7,0,1871,0.0037413148049171567
42,Trinidad and Tobago,1,1,2,4,2012,7,0,1871,0.0037413148049171567
46,Turkey,1,1,1,3,2012,6,0,1871,0.003206841261357563
47,Dominican Republic,1,1,0,2,2012,5,0,1871,0.002672367717797969
48,Chinese Taipei,1,0,1,2,2012,4,0,1871,0.002137894174238375
48,Latvia,1,0,1,2,2012,4,0,1871,0.002137894174238375
50,Algeria,1,0,0,1,2012,3,0,1871,0.0016034206306787815
50,Bahamas,1,0,0,1,2012,3,0,1871,0.0016034206306787815
50,Bahrain,1,0,0,1,2012,3,0,1871,0.0016034206306787815
50,Grenada,1,0,0,1,2012,3,0,1871,0.0016034206306787815
50,Uganda,1,0,0,1,2012,3,0,1871,0.0016034206306787815
50,Venezuela,1,0,0,1,2012,3,0,1871,0.0016034206306787815
56,Egypt,0,3,1,4,2012,7,0,1871,0.0037413148049171567
57,India,0,2,4,6,2012,8,0,1871,0.00427578834847675
58,Mongolia,0,2,3,5,2012,7,0,1871,0.0037413148049171567
59,Thailand,0,2,2,4,2012,6,0,1871,0.003206841261357563
60,Bulgaria,0,2,1,3,2012,5,0,1871,0.002672367717797969
60,Finland,0,2,1,3,2012,5,0,1871,0.002672367717797969
60,Indonesia,0,2,1,3,2012,5,0,1871,0.002672367717797969
63,Slovakia,0,1,3,4,2012,5,0,1871,0.002672367717797969
64,Belgium,0,1,2,3,2012,4,0,1871,0.002137894174238375
65,Armenia,0,1,1,2,2012,3,0,1871,0.0016034206306787815
65,Estonia,0,1,1,2,2012,3,0,1871,0.0016034206306787815
65,Malaysia,0,1,1,2,2012,3,0,1871,0.0016034206306787815
65,Puerto Rico,0,1,1,2,2012,3,0,1871,0.0016034206306787815
65,Qatar,0,1,1,2,2012,3,0,1871,0.0016034206306787815
70,Botswana,0,1,0,1,2012,2,0,1871,0.0010689470871191875
70,Cyprus,0,1,0,1,2012,2,0,1871,0.0010689470871191875
70,Gabon,0,1,0,1,2012,2,0,1871,0.0010689470871191875
70,Guatemala,0,1,0,1,2012,2,0,1871,0.0010689470871191875
70,Montenegro,0,1,0,1,2012,2,0,1871,0.0010689470871191875
70,Portugal,0,1,0,1,2012,2,0,1871,0.0010689470871191875
76,Uzbekistan,0,0,3,3,2012,3,0,1871,0.0016034206306787815
77,Greece,0,0,2,2,2012,2,0,1871,0.0010689470871191875
77,Singapore,0,0,2,2,2012,2,0,1871,0.0010689470871191875
79,Afghanistan,0,0,1,1,2012,1,0,1871,0.0005344735435595938
79,Cameroon,0,0,1,1,2012,1,0,1871,0.0005344735435595938
79,Hong Kong,0,0,1,1,2012,1,0,1871,0.0005344735435595938
79,Kuwait,0,0,1,1,2012,1,0,1871,0.0005344735435595938
79,Morocco,0,0,1,1,2012,1,0,1871,0.0005344735435595938
79,Saudi Arabia,0,0,1,1,2012,1,0,1871,0.0005344735435595938
79,Tajikistan,0,0,1,1,2012,1,0,1871,0.0005344735435595938
79,Vietnam,0,0,1,1,2012,1,0,1871,0.0005344735435595938
1,United States,46,37,38,121,2016,250,0,1891,0.13220518244315177
2,Great Britain,27,23,17,67,2016,144,0,1891,0.07615018508725542
3,China,26,18,26,70,2016,140,0,1891,0.074034902168165
4,Russia,19,17,20,56,2016,111,0,1891,0.058699101004759384
5,Germany,17,10,15,42,2016,86,0,1891,0.04547858276044421
6,Japan,12,8,21,41,2016,73,0,1891,0.03860391327340032
7,France,10,18,14,42,2016,80,0,1891,0.04230565838180857
8,South Korea,9,3,9,21,2016,42,0,1891,0.0222104706504495
9,Italy,8,12,8,28,2016,56,0,1891,0.029613960867265997
10,Australia,8,11,10,29,2016,56,0,1891,0.029613960867265997
11,Netherlands,8,7,4,19,2016,42,0,1891,0.0222104706504495
12,Hungary,8,3,4,15,2016,34,0,1891,0.017979904812268643
13,Brazil,7,6,6,19,2016,39,1,1891,0.020624008461131677
14,Spain,7,4,6,17,2016,35,0,1891,0.01850872554204125
15,Kenya,6,6,1,13,2016,31,0,1891,0.01639344262295082
16,Jamaica,6,3,2,11,2016,26,0,1891,0.013749338974087784
17,Croatia,5,3,2,10,2016,23,0,1891,0.012162876784769964
18,Cuba,5,2,4,11,2016,23,0,1891,0.012162876784769964
19,New Zealand,4,9,5,18,2016,35,0,1891,0.01850872554204125
20,Canada,4,3,15,22,2016,33,0,1891,0.017451084082496033
21,Uzbekistan,4,2,7,13,2016,23,0,1891,0.012162876784769964
22,Colombia,3,2,3,8,2016,16,0,1891,0.008461131676361713
23,Switzerland,3,2,2,7,2016,15,0,1891,0.007932310946589107
24,Iran,3,1,4,8,2016,15,0,1891,0.007932310946589107
25,Greece,3,1,2,6,2016,13,0,1891,0.006874669487043892
26,Argentina,3,1,0,4,2016,11,0,1891,0.005817028027498678
27,Denmark,2,6,7,15,2016,25,0,1891,0.013220518244315178
28,Sweden,2,6,3,11,2016,21,0,1891,0.01110523532522475
29,South Africa,2,6,2,10,2016,20,0,1891,0.010576414595452142
30,Kazakhstan,2,5,10,17,2016,26,0,1891,0.013749338974087784
31,Ukraine,2,5,4,11,2016,20,0,1891,0.010576414595452142
32,Serbia,2,4,2,8,2016,16,0,1891,0.008461131676361713
33,Poland,2,3,6,11,2016,18,0,1891,0.009518773135906928
34,North Korea,2,3,2,7,2016,14,0,1891,0.007403490216816499
35,Belgium,2,2,2,6,2016,12,0,1891,0.006345848757271285
35,Thailand,2,2,2,6,2016,12,0,1891,0.006345848757271285
37,Slovakia,2,2,0,4,2016,10,0,1891,0.005288207297726071
38,Georgia,2,1,4,7,2016,12,0,1891,0.006345848757271285
39,Azerbaijan,1,7,10,18,2016,27,0,1891,0.014278159703860392
40,Belarus,1,4,4,9,2016,15,0,1891,0.007932310946589107
41,Turkey,1,3,4,8,2016,13,0,1891,0.006874669487043892
42,Armenia,1,3,0,4,2016,9,0,1891,0.004759386567953464
43,Czech Republic,1,2,7,10,2016,14,0,1891,0.007403490216816499
44,Ethiopia,1,2,5,8,2016,12,0,1891,0.006345848757271285
45,Slovenia,1,2,1,4,2016,8,0,1891,0.004230565838180857
46,Indonesia,1,2,0,3,2016,7,0,1891,0.0037017451084082496
47,Romania,1,1,2,4,2016,7,0,1891,0.0037017451084082496
48,Bahrain,1,1,0,2,2016,5,0,1891,0.0026441036488630354
48,Vietnam,1,1,0,2,2016,5,0,1891,0.0026441036488630354
50,Chinese Taipei,1,0,2,3,2016,5,0,1891,0.0026441036488630354
51,Bahamas,1,0,1,2,2016,4,0,1891,0.0021152829190904283
51,Independent Olympic Athletes,1,0,1,2,2016,4,0,1891,0.0021152829190904283
51,Ivory Coast,1,0,1,2,2016,4,0,1891,0.0021152829190904283
54,Fiji,1,0,0,1,2016,3,0,1891,0.0015864621893178213
54,Jordan,1,0,0,1,2016,3,0,1891,0.0015864621893178213
54,Kosovo,1,0,0,1,2016,3,0,1891,0.0015864621893178213
54,Puerto Rico,1,0,0,1,2016,3,0,1891,0.0015864621893178213
54,Singapore,1,0,0,1,2016,3,0,1891,0.0015864621893178213
54,Tajikistan,1,0,0,1,2016,3,0,1891,0.0015864621893178213
