Year,Total_Score,Rolling_Mean,Rolling_Std,Threshold,Performance_Spike,NOC,Sport
2004,0,0.3333333333333333,0.5773502691896258,1.199358737117772,False,MDA,Boxing
2008,1,0.5,0.5773502691896257,1.3660254037844386,False,MDA,Boxing
2012,0,0.4,0.5477225575051661,1.2215838362577491,False,MDA,Boxing
2020,1,,0.0,,False,MDA,Canoe Sprint
2024,1,1.0,0.0,1.0,False,MDA,Canoe Sprint
1996,4,,0.0,,False,MDA,Canoeing
2016,0,2.0,2.8284271247461903,6.242640687119286,False,MDA,Canoeing
1996,0,,0.0,,False,MDA,Cycling
2004,0,0.0,0.0,0.0,False,MDA,Cycling
2008,0,0.0,0.0,0.0,False,MDA,Cycling
2012,0,0.0,0.0,0.0,False,MDA,Cycling
1996,0,,0.0,,False,MDA,Judo
2000,0,0.0,0.0,0.0,False,MDA,Judo
2004,0,0.0,0.0,0.0,False,MDA,Judo
2008,0,0.0,0.0,0.0,False,MDA,Judo
2012,0,0.0,0.0,0.0,False,MDA,Judo
2016,0,0.0,0.0,0.0,False,MDA,Judo
2020,0,0.0,0.0,0.0,False,MDA,Judo
2024,2,0.4,0.8944271909999159,1.741640786499874,True,MDA,Judo
1996,0,,0.0,,False,MDA,Shooting
2000,2,1.0,1.4142135623730951,3.121320343559643,False,MDA,Shooting
2004,0,0.6666666666666666,1.1547005383792517,2.398717474235544,False,MDA,Shooting
2008,0,0.5,1.0,2.0,False,MDA,Shooting
2012,0,0.4,0.894427190999916,1.741640786499874,False,MDA,Shooting
2020,0,0.4,0.894427190999916,1.741640786499874,False,MDA,Shooting
2024,0,0.0,0.0,0.0,False,MDA,Shooting
1996,0,,0.0,,False,MDA,Swimming
2000,0,0.0,0.0,0.0,False,MDA,Swimming
2004,0,0.0,0.0,0.0,False,MDA,Swimming
2008,0,0.0,0.0,0.0,False,MDA,Swimming
2012,0,0.0,0.0,0.0,False,MDA,Swimming
2016,0,0.0,0.0,0.0,False,MDA,Swimming
2020,0,0.0,0.0,0.0,False,MDA,Swimming
2024,0,0.0,0.0,0.0,False,MDA,Swimming
1996,0,,0.0,,False,MDA,Weightlifting
2000,0,0.0,0.0,0.0,False,MDA,Weightlifting
2004,0,0.0,0.0,0.0,False,MDA,Weightlifting
2008,0,0.0,0.0,0.0,False,MDA,Weightlifting
2012,2,0.4,0.8944271909999159,1.741640786499874,True,MDA,Weightlifting
2016,0,0.4,0.8944271909999159,1.741640786499874,False,MDA,Weightlifting
2020,0,0.4,0.8944271909999159,1.741640786499874,False,MDA,Weightlifting
2024,0,0.4,0.8944271909999159,1.741640786499874,False,MDA,Weightlifting
1996,1,,0.0,,False,MDA,Wrestling
2000,0,0.5,0.7071067811865476,1.5606601717798214,False,MDA,Wrestling
2004,0,0.3333333333333333,0.5773502691896258,1.199358737117772,False,MDA,Wrestling
2008,0,0.25,0.5,1.0,False,MDA,Wrestling
2012,0,0.2,0.447213595499958,0.870820393249937,False,MDA,Wrestling
2016,0,0.0,0.0,0.0,False,MDA,Wrestling
2020,0,0.0,0.0,0.0,False,MDA,Wrestling
2024,2,0.4,0.8944271909999159,1.741640786499874,True,MDA,Wrestling
1988,0,,0.0,,False,MDV,Athletics
1992,0,0.0,0.0,0.0,False,MDV,Athletics
1996,0,0.0,0.0,0.0,False,MDV,Athletics
2000,0,0.0,0.0,0.0,False,MDV,Athletics
2004,0,0.0,0.0,0.0,False,MDV,Athletics
2008,0,0.0,0.0,0.0,False,MDV,Athletics
2012,0,0.0,0.0,0.0,False,MDV,Athletics
2016,0,0.0,0.0,0.0,False,MDV,Athletics
2020,0,0.0,0.0,0.0,False,MDV,Athletics
2024,0,0.0,0.0,0.0,False,MDV,Athletics
2012,0,,0.0,,False,MDV,Badminton
2020,0,0.0,0.0,0.0,False,MDV,Badminton
2024,0,0.0,0.0,0.0,False,MDV,Badminton
1992,0,,0.0,,False,MDV,Swimming
1996,0,0.0,0.0,0.0,False,MDV,Swimming
2000,0,0.0,0.0,0.0,False,MDV,Swimming
2004,0,0.0,0.0,0.0,False,MDV,Swimming
2008,0,0.0,0.0,0.0,False,MDV,Swimming
2012,0,0.0,0.0,0.0,False,MDV,Swimming
2016,0,0.0,0.0,0.0,False,MDV,Swimming
2020,0,0.0,0.0,0.0,False,MDV,Swimming
2024,0,0.0,0.0,0.0,False,MDV,Swimming
1972,0,,0.0,,False,MEX,Archery
1984,0,0.0,0.0,0.0,False,MEX,Archery
1988,0,0.0,0.0,0.0,False,MEX,Archery
1992,0,0.0,0.0,0.0,False,MEX,Archery
1996,0,0.0,0.0,0.0,False,MEX,Archery
2000,0,0.0,0.0,0.0,False,MEX,Archery
2004,0,0.0,0.0,0.0,False,MEX,Archery
2008,0,0.0,0.0,0.0,False,MEX,Archery
2012,3,0.6,1.3416407864998738,2.6124611797498107,True,MEX,Archery
2016,0,0.6,1.3416407864998738,2.6124611797498107,False,MEX,Archery
2020,2,1.0,1.414213562373095,3.1213203435596424,False,MEX,Archery
2024,3,1.6,1.51657508881031,3.874862633215465,False,MEX,Archery
1928,0,,0.0,,False,MEX,Art Competitions
1932,0,0.0,0.0,0.0,False,MEX,Art Competitions
2020,0,,0.0,,False,MEX,Artistic Gymnastics
2024,0,0.0,0.0,0.0,False,MEX,Artistic Gymnastics
2020,0,,0.0,,False,MEX,Artistic Swimming
2024,0,0.0,0.0,0.0,False,MEX,Artistic Swimming
1924,0,,0.0,,False,MEX,Athletics
1928,0,0.0,0.0,0.0,False,MEX,Athletics
1932,0,0.0,0.0,0.0,False,MEX,Athletics
1936,0,0.0,0.0,0.0,False,MEX,Athletics
1948,0,0.0,0.0,0.0,False,MEX,Athletics
1952,0,0.0,0.0,0.0,False,MEX,Athletics
1956,0,0.0,0.0,0.0,False,MEX,Athletics
1960,0,0.0,0.0,0.0,False,MEX,Athletics
1964,0,0.0,0.0,0.0,False,MEX,Athletics
1968,2,0.4,0.8944271909999159,1.741640786499874,True,MEX,Athletics
1972,0,0.4,0.8944271909999159,1.741640786499874,False,MEX,Athletics
1976,3,1.0,1.4142135623730951,3.121320343559643,False,MEX,Athletics
1980,0,1.0,1.4142135623730951,3.121320343559643,False,MEX,Athletics
1984,8,2.6,3.286335345030997,7.529503017546496,True,MEX,Athletics
1988,0,2.2,3.492849839314596,7.439274758971894,False,MEX,Athletics
1992,2,2.6,3.286335345030997,7.529503017546496,False,MEX,Athletics
1996,1,2.2,3.3466401061363023,7.2199601592044536,False,MEX,Athletics
2000,3,2.8,3.1144823004794873,7.471723450719231,False,MEX,Athletics
2004,2,1.6,1.1401754250991372,3.3102631376487057,False,MEX,Athletics
2008,0,1.6,1.1401754250991372,3.3102631376487057,False,MEX,Athletics
2012,0,1.2,1.3038404810405289,3.1557607215607932,False,MEX,Athletics
2016,2,1.4,1.3416407864998732,3.4124611797498097,False,MEX,Athletics
2020,0,0.8,1.095445115010331,2.4431676725154965,False,MEX,Athletics
2024,0,0.4,0.8944271909999143,1.7416407864998713,False,MEX,Athletics
2008,0,,0.0,,False,MEX,Badminton
2012,0,0.0,0.0,0.0,False,MEX,Badminton
2016,0,0.0,0.0,0.0,False,MEX,Badminton
2020,0,0.0,0.0,0.0,False,MEX,Badminton
2024,0,0.0,0.0,0.0,False,MEX,Badminton
1936,11,,0.0,,False,MEX,Basketball
1948,0,5.5,7.7781745930520225,17.167261889578036,False,MEX,Basketball
1952,0,3.6666666666666665,6.3508529610858835,13.19294610829549,False,MEX,Basketball
1960,0,2.75,5.5,11.0,False,MEX,Basketball
1964,0,2.2,4.919349550499537,9.579024325749305,False,MEX,Basketball
1968,0,0.0,0.0,0.0,False,MEX,Basketball
1976,0,0.0,0.0,0.0,False,MEX,Basketball
1996,0,,0.0,,False,MEX,Beach Volleyball
2000,0,0.0,0.0,0.0,False,MEX,Beach Volleyball
2004,0,0.0,0.0,0.0,False,MEX,Beach Volleyball
2008,0,0.0,0.0,0.0,False,MEX,Beach Volleyball
2016,0,0.0,0.0,0.0,False,MEX,Beach Volleyball
2020,0,0.0,0.0,0.0,False,MEX,Beach Volleyball
1928,0,,0.0,,False,MEX,Boxing
1932,2,1.0,1.4142135623730951,3.121320343559643,False,MEX,Boxing
1936,1,1.0,1.0,2.5,False,MEX,Boxing
1948,0,0.75,0.9574271077563381,2.186140661634507,False,MEX,Boxing
1952,0,0.6,0.8944271909999159,1.9416407864998737,False,MEX,Boxing
1960,0,0.6,0.8944271909999159,1.9416407864998737,False,MEX,Boxing
1964,1,0.4,0.5477225575051662,1.2215838362577491,False,MEX,Boxing
1968,8,1.8,3.492849839314596,7.039274758971894,True,MEX,Boxing
1972,2,2.2,3.3466401061363023,7.2199601592044536,False,MEX,Boxing
1976,1,2.4,3.2093613071762426,7.214041960764364,False,MEX,Boxing
1980,0,2.4,3.2093613071762426,7.214041960764364,False,MEX,Boxing
1984,2,2.6,3.1304951684997055,7.2957427527495575,False,MEX,Boxing
1988,1,1.2,0.8366600265340756,2.454990039801113,False,MEX,Boxing
1992,0,0.8,0.8366600265340756,2.0549900398011136,False,MEX,Boxing
1996,0,0.6,0.8944271909999159,1.9416407864998737,False,MEX,Boxing
2000,1,0.8,0.8366600265340756,2.0549900398011136,False,MEX,Boxing
2004,0,0.4,0.5477225575051661,1.2215838362577491,False,MEX,Boxing
2008,0,0.2,0.4472135954999579,0.870820393249937,False,MEX,Boxing
2012,0,0.2,0.4472135954999579,0.870820393249937,False,MEX,Boxing
2016,1,0.4,0.5477225575051661,1.2215838362577491,False,MEX,Boxing
2020,0,0.2,0.4472135954999579,0.870820393249937,False,MEX,Boxing
2024,2,0.6,0.8944271909999159,1.9416407864998737,True,MEX,Boxing
2020,0,,0.0,,False,MEX,Canoe Slalom
2024,0,0.0,0.0,0.0,False,MEX,Canoe Slalom
1968,0,,0.0,,False,MEX,Canoeing
1972,0,0.0,0.0,0.0,False,MEX,Canoeing
1976,0,0.0,0.0,0.0,False,MEX,Canoeing
1984,0,0.0,0.0,0.0,False,MEX,Canoeing
1992,0,0.0,0.0,0.0,False,MEX,Canoeing
1996,0,0.0,0.0,0.0,False,MEX,Canoeing
2000,0,0.0,0.0,0.0,False,MEX,Canoeing
2008,0,0.0,0.0,0.0,False,MEX,Canoeing
2012,0,0.0,0.0,0.0,False,MEX,Canoeing
2016,0,0.0,0.0,0.0,False,MEX,Canoeing
1932,0,,0.0,,False,MEX,Cycling
1948,0,0.0,0.0,0.0,False,MEX,Cycling
1952,0,0.0,0.0,0.0,False,MEX,Cycling
1956,0,0.0,0.0,0.0,False,MEX,Cycling
1960,0,0.0,0.0,0.0,False,MEX,Cycling
1964,0,0.0,0.0,0.0,False,MEX,Cycling
1968,0,0.0,0.0,0.0,False,MEX,Cycling
1972,0,0.0,0.0,0.0,False,MEX,Cycling
1976,0,0.0,0.0,0.0,False,MEX,Cycling
1984,1,0.2,0.4472135954999579,0.870820393249937,True,MEX,Cycling
1988,0,0.2,0.4472135954999579,0.870820393249937,False,MEX,Cycling
1992,0,0.2,0.4472135954999579,0.870820393249937,False,MEX,Cycling
1996,0,0.2,0.4472135954999579,0.870820393249937,False,MEX,Cycling
2000,0,0.2,0.4472135954999579,0.870820393249937,False,MEX,Cycling
2004,2,0.4,0.8944271909999159,1.741640786499874,True,MEX,Cycling
2008,0,0.4,0.8944271909999159,1.741640786499874,False,MEX,Cycling
2012,0,0.4,0.8944271909999159,1.741640786499874,False,MEX,Cycling
2016,0,0.4,0.8944271909999159,1.741640786499874,False,MEX,Cycling
2020,0,,0.0,,False,MEX,Cycling Mountain Bike
2024,0,0.0,0.0,0.0,False,MEX,Cycling Mountain Bike
2020,0,,0.0,,False,MEX,Cycling Road
2024,0,0.0,0.0,0.0,False,MEX,Cycling Road
2020,0,,0.0,,False,MEX,Cycling Track
2024,0,0.0,0.0,0.0,False,MEX,Cycling Track
1928,0,,0.0,,False,MEX,Diving
1932,0,0.0,0.0,0.0,False,MEX,Diving
1936,0,0.0,0.0,0.0,False,MEX,Diving
1948,1,0.25,0.5,1.0,False,MEX,Diving
1952,2,0.6,0.8944271909999159,1.9416407864998737,True,MEX,Diving
1956,4,1.4,1.6733200530681511,3.9099800796022266,True,MEX,Diving
1960,1,1.6,1.5165750888103102,3.8748626332154656,False,MEX,Diving
1964,0,1.6,1.5165750888103102,3.8748626332154656,False,MEX,Diving
1968,2,1.8,1.4832396974191329,4.024859546128699,False,MEX,Diving
1972,0,1.4,1.6733200530681511,3.9099800796022266,False,MEX,Diving
1976,0,0.6,0.8944271909999159,1.9416407864998737,False,MEX,Diving
1980,2,0.8,1.0954451150103321,2.4431676725154983,False,MEX,Diving
1984,0,0.8,1.0954451150103321,2.4431676725154983,False,MEX,Diving
1988,1,0.6,0.8944271909999157,1.9416407864998737,False,MEX,Diving
1992,0,0.6,0.8944271909999157,1.9416407864998737,False,MEX,Diving
1996,0,0.6,0.8944271909999157,1.9416407864998737,False,MEX,Diving
2000,2,0.6,0.8944271909999157,1.9416407864998737,True,MEX,Diving
2004,0,0.6,0.8944271909999157,1.9416407864998737,False,MEX,Diving
2008,2,0.8,1.0954451150103321,2.4431676725154983,False,MEX,Diving
2012,9,2.6,3.714835124201342,8.172252686302013,True,MEX,Diving
2016,2,3.0,3.464101615137755,8.196152422706632,False,MEX,Diving
2020,2,3.0,3.464101615137755,8.196152422706632,False,MEX,Diving
2024,5,4.0,3.082207001484489,8.623310502226733,False,MEX,Diving
2020,0,,0.0,,False,MEX,Equestrian
2024,0,0.0,0.0,0.0,False,MEX,Equestrian
1932,0,,0.0,,False,MEX,Equestrianism
1948,17,8.5,12.020815280171307,26.531222920256962,True,MEX,Equestrianism
1952,0,5.666666666666667,9.814954576223638,20.389098531002123,False,MEX,Equestrianism
1964,0,4.25,8.5,17.0,False,MEX,Equestrianism
1968,0,3.4,7.602631123499285,14.803946685248928,False,MEX,Equestrianism
1972,0,3.4,7.602631123499285,14.803946685248928,False,MEX,Equestrianism
1976,0,0.0,0.0,0.0,False,MEX,Equestrianism
1980,9,1.8,4.024922359499621,7.837383539249432,True,MEX,Equestrianism
1984,0,1.8,4.024922359499621,7.837383539249432,False,MEX,Equestrianism
1988,0,1.8,4.024922359499621,7.837383539249432,False,MEX,Equestrianism
1992,0,1.8,4.024922359499621,7.837383539249432,False,MEX,Equestrianism
1996,0,1.8,4.024922359499621,7.837383539249432,False,MEX,Equestrianism
2000,0,0.0,0.0,0.0,False,MEX,Equestrianism
2004,0,0.0,0.0,0.0,False,MEX,Equestrianism
2008,0,0.0,0.0,0.0,False,MEX,Equestrianism
2012,0,0.0,0.0,0.0,False,MEX,Equestrianism
2016,0,0.0,0.0,0.0,False,MEX,Equestrianism
1928,0,,0.0,,False,MEX,Fencing
1932,0,0.0,0.0,0.0,False,MEX,Fencing
1936,0,0.0,0.0,0.0,False,MEX,Fencing
1948,0,0.0,0.0,0.0,False,MEX,Fencing
1952,0,0.0,0.0,0.0,False,MEX,Fencing
1956,0,0.0,0.0,0.0,False,MEX,Fencing
1960,0,0.0,0.0,0.0,False,MEX,Fencing
1968,2,0.4,0.8944271909999159,1.741640786499874,True,MEX,Fencing
1972,0,0.4,0.8944271909999159,1.741640786499874,False,MEX,Fencing
1984,0,0.4,0.8944271909999159,1.741640786499874,False,MEX,Fencing
1988,0,0.4,0.8944271909999159,1.741640786499874,False,MEX,Fencing
2004,0,0.4,0.8944271909999159,1.741640786499874,False,MEX,Fencing
2008,0,0.0,0.0,0.0,False,MEX,Fencing
2012,0,0.0,0.0,0.0,False,MEX,Fencing
2016,0,0.0,0.0,0.0,False,MEX,Fencing
2020,0,0.0,0.0,0.0,False,MEX,Fencing
2024,0,0.0,0.0,0.0,False,MEX,Fencing
1928,0,,0.0,,False,MEX,Football
1948,0,0.0,0.0,0.0,False,MEX,Football
1964,0,0.0,0.0,0.0,False,MEX,Football
1968,0,0.0,0.0,0.0,False,MEX,Football
1972,0,0.0,0.0,0.0,False,MEX,Football
1976,0,0.0,0.0,0.0,False,MEX,Football
1992,0,0.0,0.0,0.0,False,MEX,Football
1996,0,0.0,0.0,0.0,False,MEX,Football
2004,0,0.0,0.0,0.0,False,MEX,Football
2012,48,9.6,21.46625258399798,41.79937887599697,True,MEX,Football
2016,0,9.6,21.46625258399798,41.79937887599697,False,MEX,Football
2020,22,14.0,21.260291625469296,45.890437438203946,True,MEX,Football
2016,0,,0.0,,False,MEX,Golf
2020,0,0.0,0.0,0.0,False,MEX,Golf
2024,0,0.0,0.0,0.0,False,MEX,Golf
1932,0,,0.0,,False,MEX,Gymnastics
1948,0,0.0,0.0,0.0,False,MEX,Gymnastics
1960,0,0.0,0.0,0.0,False,MEX,Gymnastics
1968,0,0.0,0.0,0.0,False,MEX,Gymnastics
1972,0,0.0,0.0,0.0,False,MEX,Gymnastics
1976,0,0.0,0.0,0.0,False,MEX,Gymnastics
1980,0,0.0,0.0,0.0,False,MEX,Gymnastics
1984,0,0.0,0.0,0.0,False,MEX,Gymnastics
1988,0,0.0,0.0,0.0,False,MEX,Gymnastics
1992,0,0.0,0.0,0.0,False,MEX,Gymnastics
2000,0,0.0,0.0,0.0,False,MEX,Gymnastics
2004,0,0.0,0.0,0.0,False,MEX,Gymnastics
2008,0,0.0,0.0,0.0,False,MEX,Gymnastics
2012,0,0.0,0.0,0.0,False,MEX,Gymnastics
2016,0,0.0,0.0,0.0,False,MEX,Gymnastics
1968,0,,0.0,,False,MEX,Hockey
1972,0,0.0,0.0,0.0,False,MEX,Hockey
1964,0,,0.0,,False,MEX,Judo
1972,0,0.0,0.0,0.0,False,MEX,Judo
1976,0,0.0,0.0,0.0,False,MEX,Judo
1980,0,0.0,0.0,0.0,False,MEX,Judo
1984,0,0.0,0.0,0.0,False,MEX,Judo
1988,0,0.0,0.0,0.0,False,MEX,Judo
1992,0,0.0,0.0,0.0,False,MEX,Judo
1996,0,0.0,0.0,0.0,False,MEX,Judo
2000,0,0.0,0.0,0.0,False,MEX,Judo
2004,0,0.0,0.0,0.0,False,MEX,Judo
2008,0,0.0,0.0,0.0,False,MEX,Judo
2012,0,0.0,0.0,0.0,False,MEX,Judo
2016,0,0.0,0.0,0.0,False,MEX,Judo
2020,0,0.0,0.0,0.0,False,MEX,Judo
2024,2,0.4,0.8944271909999159,1.741640786499874,True,MEX,Judo
2020,0,,0.0,,False,MEX,Marathon Swimming
2024,0,0.0,0.0,0.0,False,MEX,Marathon Swimming
1932,0,,0.0,,False,MEX,Modern Pentathlon
1936,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
1948,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
1952,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
1956,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
1960,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
1964,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
1968,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
1972,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
1980,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
1984,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
1988,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
1992,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
1996,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
2000,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
2004,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
2008,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
2012,0,0.0,0.0,0.0,False,MEX,Modern Pentathlon
2016,1,0.2,0.4472135954999579,0.870820393249937,True,MEX,Modern Pentathlon
2020,0,0.2,0.4472135954999579,0.870820393249937,False,MEX,Modern Pentathlon
2024,0,0.2,0.4472135954999579,0.870820393249937,False,MEX,Modern Pentathlon
1900,3,,0.0,,False,MEX,Polo
1936,4,3.5,0.7071067811865476,4.560660171779821,False,MEX,Polo
2020,0,,0.0,,False,MEX,Rhythmic Gymnastics
2024,0,0.0,0.0,0.0,False,MEX,Rhythmic Gymnastics
1956,0,,0.0,,False,MEX,Rowing
1960,0,0.0,0.0,0.0,False,MEX,Rowing
1964,0,0.0,0.0,0.0,False,MEX,Rowing
1968,0,0.0,0.0,0.0,False,MEX,Rowing
1972,0,0.0,0.0,0.0,False,MEX,Rowing
1976,0,0.0,0.0,0.0,False,MEX,Rowing
1980,0,0.0,0.0,0.0,False,MEX,Rowing
1984,0,0.0,0.0,0.0,False,MEX,Rowing
1988,0,0.0,0.0,0.0,False,MEX,Rowing
1992,0,0.0,0.0,0.0,False,MEX,Rowing
1996,0,0.0,0.0,0.0,False,MEX,Rowing
2000,0,0.0,0.0,0.0,False,MEX,Rowing
2004,0,0.0,0.0,0.0,False,MEX,Rowing
2008,0,0.0,0.0,0.0,False,MEX,Rowing
2012,0,0.0,0.0,0.0,False,MEX,Rowing
2016,0,0.0,0.0,0.0,False,MEX,Rowing
2020,0,0.0,0.0,0.0,False,MEX,Rowing
2024,0,0.0,0.0,0.0,False,MEX,Rowing
1960,0,,0.0,,False,MEX,Sailing
1964,0,0.0,0.0,0.0,False,MEX,Sailing
1968,0,0.0,0.0,0.0,False,MEX,Sailing
1972,0,0.0,0.0,0.0,False,MEX,Sailing
1976,0,0.0,0.0,0.0,False,MEX,Sailing
1984,0,0.0,0.0,0.0,False,MEX,Sailing
1988,0,0.0,0.0,0.0,False,MEX,Sailing
1992,0,0.0,0.0,0.0,False,MEX,Sailing
1996,0,0.0,0.0,0.0,False,MEX,Sailing
2000,0,0.0,0.0,0.0,False,MEX,Sailing
2004,0,0.0,0.0,0.0,False,MEX,Sailing
2008,0,0.0,0.0,0.0,False,MEX,Sailing
2012,0,0.0,0.0,0.0,False,MEX,Sailing
2016,0,0.0,0.0,0.0,False,MEX,Sailing
2020,0,0.0,0.0,0.0,False,MEX,Sailing
2024,0,0.0,0.0,0.0,False,MEX,Sailing
1924,0,,0.0,,False,MEX,Shooting
1932,2,1.0,1.4142135623730951,3.121320343559643,False,MEX,Shooting
1936,0,0.6666666666666666,1.1547005383792517,2.398717474235544,False,MEX,Shooting
1948,0,0.5,1.0,2.0,False,MEX,Shooting
1952,0,0.4,0.894427190999916,1.741640786499874,False,MEX,Shooting
1956,0,0.4,0.894427190999916,1.741640786499874,False,MEX,Shooting
1960,0,0.0,0.0,0.0,False,MEX,Shooting
1964,0,0.0,0.0,0.0,False,MEX,Shooting
1968,0,0.0,0.0,0.0,False,MEX,Shooting
1972,0,0.0,0.0,0.0,False,MEX,Shooting
1976,0,0.0,0.0,0.0,False,MEX,Shooting
1980,0,0.0,0.0,0.0,False,MEX,Shooting
1984,0,0.0,0.0,0.0,False,MEX,Shooting
1988,0,0.0,0.0,0.0,False,MEX,Shooting
1992,0,0.0,0.0,0.0,False,MEX,Shooting
1996,0,0.0,0.0,0.0,False,MEX,Shooting
2000,0,0.0,0.0,0.0,False,MEX,Shooting
2004,0,0.0,0.0,0.0,False,MEX,Shooting
2008,0,0.0,0.0,0.0,False,MEX,Shooting
2012,0,0.0,0.0,0.0,False,MEX,Shooting
2016,0,0.0,0.0,0.0,False,MEX,Shooting
2020,0,0.0,0.0,0.0,False,MEX,Shooting
2024,0,0.0,0.0,0.0,False,MEX,Shooting
1932,0,,0.0,,False,MEX,Swimming
1948,0,0.0,0.0,0.0,False,MEX,Swimming
1952,0,0.0,0.0,0.0,False,MEX,Swimming
1956,0,0.0,0.0,0.0,False,MEX,Swimming
1960,0,0.0,0.0,0.0,False,MEX,Swimming
1964,0,0.0,0.0,0.0,False,MEX,Swimming
1968,4,0.8,1.7888543819998317,3.483281572999748,True,MEX,Swimming
1972,0,0.8,1.7888543819998317,3.483281572999748,False,MEX,Swimming
1976,0,0.8,1.7888543819998317,3.483281572999748,False,MEX,Swimming
1980,0,0.8,1.7888543819998317,3.483281572999748,False,MEX,Swimming
1984,0,0.8,1.7888543819998317,3.483281572999748,False,MEX,Swimming
1988,0,0.0,0.0,0.0,False,MEX,Swimming
1992,0,0.0,0.0,0.0,False,MEX,Swimming
1996,0,0.0,0.0,0.0,False,MEX,Swimming
2000,0,0.0,0.0,0.0,False,MEX,Swimming
2004,0,0.0,0.0,0.0,False,MEX,Swimming
2008,0,0.0,0.0,0.0,False,MEX,Swimming
2012,0,0.0,0.0,0.0,False,MEX,Swimming
2016,0,0.0,0.0,0.0,False,MEX,Swimming
2020,0,0.0,0.0,0.0,False,MEX,Swimming
2024,0,0.0,0.0,0.0,False,MEX,Swimming
1984,0,,0.0,,False,MEX,Synchronized Swimming
1988,0,0.0,0.0,0.0,False,MEX,Synchronized Swimming
1992,0,0.0,0.0,0.0,False,MEX,Synchronized Swimming
1996,0,0.0,0.0,0.0,False,MEX,Synchronized Swimming
2000,0,0.0,0.0,0.0,False,MEX,Synchronized Swimming
2004,0,0.0,0.0,0.0,False,MEX,Synchronized Swimming
2008,0,0.0,0.0,0.0,False,MEX,Synchronized Swimming
2012,0,0.0,0.0,0.0,False,MEX,Synchronized Swimming
2016,0,0.0,0.0,0.0,False,MEX,Synchronized Swimming
1996,0,,0.0,,False,MEX,Table Tennis
2008,0,0.0,0.0,0.0,False,MEX,Table Tennis
2012,0,0.0,0.0,0.0,False,MEX,Table Tennis
2016,0,0.0,0.0,0.0,False,MEX,Table Tennis
2024,0,0.0,0.0,0.0,False,MEX,Table Tennis
2000,1,,0.0,,False,MEX,Taekwondo
2004,3,2.0,1.4142135623730951,4.121320343559643,False,MEX,Taekwondo
2008,6,3.3333333333333335,2.5166114784235836,7.108250550968709,False,MEX,Taekwondo
2012,1,2.75,2.362907813126304,6.294361719689456,False,MEX,Taekwondo
2016,2,2.6,2.073644135332772,5.710466202999157,False,MEX,Taekwondo
2020,0,2.4,2.3021728866442674,5.8532593299664,False,MEX,Taekwondo
2024,0,1.8,2.4899799195977463,5.53496987939662,False,MEX,Taekwondo
1924,0,,0.0,,False,MEX,Tennis
1988,0,0.0,0.0,0.0,False,MEX,Tennis
1992,0,0.0,0.0,0.0,False,MEX,Tennis
1996,0,0.0,0.0,0.0,False,MEX,Tennis
2000,0,0.0,0.0,0.0,False,MEX,Tennis
2016,0,0.0,0.0,0.0,False,MEX,Tennis
2020,0,0.0,0.0,0.0,False,MEX,Tennis
2004,0,,0.0,,False,MEX,Triathlon
2008,0,0.0,0.0,0.0,False,MEX,Triathlon
2012,0,0.0,0.0,0.0,False,MEX,Triathlon
2016,0,0.0,0.0,0.0,False,MEX,Triathlon
2020,0,0.0,0.0,0.0,False,MEX,Triathlon
2024,0,0.0,0.0,0.0,False,MEX,Triathlon
1968,0,,0.0,,False,MEX,Volleyball
2016,0,0.0,0.0,0.0,False,MEX,Volleyball
1952,0,,0.0,,False,MEX,Water Polo
1968,0,0.0,0.0,0.0,False,MEX,Water Polo
1972,0,0.0,0.0,0.0,False,MEX,Water Polo
1976,0,0.0,0.0,0.0,False,MEX,Water Polo
1948,0,,0.0,,False,MEX,Weightlifting
1952,0,0.0,0.0,0.0,False,MEX,Weightlifting
1956,0,0.0,0.0,0.0,False,MEX,Weightlifting
1960,0,0.0,0.0,0.0,False,MEX,Weightlifting
1964,0,0.0,0.0,0.0,False,MEX,Weightlifting
1968,0,0.0,0.0,0.0,False,MEX,Weightlifting
1972,0,0.0,0.0,0.0,False,MEX,Weightlifting
1976,0,0.0,0.0,0.0,False,MEX,Weightlifting
1980,0,0.0,0.0,0.0,False,MEX,Weightlifting
1984,0,0.0,0.0,0.0,False,MEX,Weightlifting
2000,3,0.6,1.3416407864998738,2.6124611797498107,True,MEX,Weightlifting
2004,0,0.6,1.3416407864998738,2.6124611797498107,False,MEX,Weightlifting
2008,0,0.6,1.3416407864998738,2.6124611797498107,False,MEX,Weightlifting
