,Year,Total_Score,Rolling_Mean,Rolling_Std,Threshold,Performance_Spike,NOC,Sport,Host,Name,EventCount,PersonCount
9141,1996,10,14.6,5.941380311005166,23.51207046650775,FALSE,GBR,Rowing,0,37,10,37
9142,2000,47,19.2,15.78606980853689,42.87910471280533,TRUE,GBR,Rowing,0,36,10,36
9143,2004,26,21.4,15.820872289478856,45.13130843421828,FALSE,GBR,Rowing,0,37,11,37
9144,2008,48,29.2,17.68332547910602,55.72498821865904,TRUE,GBR,Rowing,0,44,12,44
9145,2012,54,37,18.43908891458578,64.65863337187866,TRUE,GBR,Rowing,1,47,13,47
9146,2016,67,48.4,14.842506526864002,70.663759790296,TRUE,GBR,Rowing,0,43,12,43
9147,2020,17,42.4,20.52559377947445,73.18839066921169,FALSE,GBR,Rowing,0,41,10,41
9148,2024,72,51.6,21.617122842783694,84.02568426417554,TRUE,GBR,Rowing,0,42,10,42
9149,1900,30,,0,,FALSE,GBR,Rugby,0,15,1,15
9150,1908,30,30,0,30,FALSE,GBR,Rugby,1,15,1,15
9151,2016,24,,0,,FALSE,GBR,Rugby Sevens,0,24,2,24
9152,2020,0,12,16.97056274847714,37.45584412271571,FALSE,GBR,Rugby Sevens,0,26,2,26
9153,2024,0,8,13.856406460551018,28.784609690826528,FALSE,GBR,Rugby Sevens,0,14,1,14
9154,1900,39,,0,,FALSE,GBR,Sailing,0,10,6,10
9155,1908,91,65,36.76955262170047,120.1543289325507,TRUE,GBR,Sailing,1,39,4,39
9156,1920,12,47.333333333333336,40.15387071420803,107.56413940464536,FALSE,GBR,Sailing,0,6,2,6
9157,1924,10,38,37.72709017845576,94.59063526768364,FALSE,GBR,Sailing,0,5,2,5
9158,1928,0,30.4,36.827978494617376,85.64196774192607,FALSE,GBR,Sailing,0,8,2,8
9159,1932,4,23.4,38.08936859544931,80.53405289317396,FALSE,GBR,Sailing,0,2,2,2
9160,1936,16,8.4,6.387487769068525,17.981231653602787,TRUE,GBR,Sailing,0,14,4,14
9161,1948,6,7.2,6.099180272790763,16.348770409186145,FALSE,GBR,Sailing,1,12,4,12
9162,1952,2,5.6,6.228964600958975,14.94344690143846,FALSE,GBR,Sailing,0,14,5,14
9163,1956,13,8.2,6.016643582596529,17.224965373894793,FALSE,GBR,Sailing,0,12,5,12
9164,1960,0,7.4,6.913754406977442,17.77063161046616,FALSE,GBR,Sailing,0,11,5,11
9165,1964,4,5,5,12.5,FALSE,GBR,Sailing,0,9,4,9
9166,1968,9,5.6,5.319774431308155,13.579661646962233,FALSE,GBR,Sailing,0,11,5,11
9167,1972,10,7.2,5.167204273105526,14.950806409658288,FALSE,GBR,Sailing,0,13,4,13
9168,1976,10,6.6,4.449719092257398,13.274578638386096,FALSE,GBR,Sailing,0,12,6,12
9169,1984,2,7,3.741657386773942,12.612486080160911,FALSE,GBR,Sailing,0,13,7,13
9170,1988,6,7.4,3.4351128074635344,12.5526692111953,FALSE,GBR,Sailing,0,15,8,15
9171,1992,3,6.2,3.7682887362833553,11.852433104425032,FALSE,GBR,Sailing,0,17,10,17
9172,1996,6,5.4,3.130495168499707,10.095742752749562,FALSE,GBR,Sailing,0,16,10,16
9173,2000,17,6.8,5.974947698515862,15.762421547773794,TRUE,GBR,Sailing,0,16,10,16
9174,2004,19,10.2,7.259476565152615,21.08921484772892,TRUE,GBR,Sailing,0,18,11,18
9175,2008,26,14.2,9.5236547606473,28.48548214097095,TRUE,GBR,Sailing,0,18,11,18
9176,2012,17,17,7.176350047203663,27.76452507080549,FALSE,GBR,Sailing,1,16,10,16
9177,2016,11,18,5.385164807134505,26.07774721070176,FALSE,GBR,Sailing,0,15,10,15
9178,2020,20,18.6,5.412947441089744,26.719421161634617,FALSE,GBR,Sailing,0,15,10,15
9179,2024,4,15.6,8.44393273303382,28.26589909955073,FALSE,GBR,Sailing,0,14,10,14
9180,1896,0,,0,,FALSE,GBR,Shooting,0,2,4,2
9181,1900,0,0,0,0,FALSE,GBR,Shooting,0,1,1,1
9182,1908,88,29.33333333333333,50.80682368868707,105.54356886636393,TRUE,GBR,Shooting,1,67,15,67
9183,1912,56,36,43.573692368981845,101.36053855347276,TRUE,GBR,Shooting,0,38,13,38
9184,1920,0,28.8,41.02682049586587,90.3402307437988,FALSE,GBR,Shooting,0,7,2,7
9185,1924,16,32,38.78143885933064,90.17215828899594,FALSE,GBR,Shooting,0,22,9,22
9186,1948,0,32,38.78143885933064,90.17215828899594,FALSE,GBR,Shooting,1,12,4,12
9187,1952,0,14.4,24.26520142096496,50.79780213144744,FALSE,GBR,Shooting,0,12,7,12
9188,1956,0,3.2,7.155417527999319,13.933126291998978,FALSE,GBR,Shooting,0,6,6,6
9189,1960,0,3.2,7.155417527999319,13.933126291998978,FALSE,GBR,Shooting,0,10,5,10
9190,1964,0,0,0,0,FALSE,GBR,Shooting,0,8,4,8
9191,1968,3,0.6,1.3416407864998314,2.6124611797497472,TRUE,GBR,Shooting,0,10,5,10
9192,1972,1,0.8,1.303840481040486,2.755760721560729,FALSE,GBR,Shooting,0,14,8,14
9193,1976,0,0.8,1.303840481040486,2.755760721560729,FALSE,GBR,Shooting,0,13,7,13
9194,1984,6,2,2.54950975679637,5.824264635194555,TRUE,GBR,Shooting,0,18,11,18
9195,1988,5,3,2.54950975679637,6.824264635194555,FALSE,GBR,Shooting,0,8,11,8
9196,1992,0,2.4,2.880972058177567,6.721458087266351,FALSE,GBR,Shooting,0,7,7,7
9197,1996,0,2.2,3.033150177620602,6.749725266430903,FALSE,GBR,Shooting,0,5,5,5
9198,2000,5,3.2,2.949576240750506,7.624364361125759,FALSE,GBR,Shooting,0,6,4,6
9199,2004,0,2,2.73861278752581,6.107919181288716,FALSE,GBR,Shooting,0,6,5,6
9200,2008,0,1,2.2360679774997645,4.354101966249647,FALSE,GBR,Shooting,0,5,6,5
9201,2012,3,1.6,2.3021728866442435,5.053259329966366,FALSE,GBR,Shooting,1,11,12,11
9202,2016,2,2,2.121320343559616,5.181980515339424,FALSE,GBR,Shooting,0,6,5,6
9203,2020,1,1.2,1.3038404810404869,3.15576072156073,FALSE,GBR,Shooting,0,5,6,5
9204,2024,5,2.2,1.9235384061671053,5.085307609250658,FALSE,GBR,Shooting,0,6,8,6
9205,2020,1,,0,,FALSE,GBR,Skateboarding,0,2,1,2
9206,2024,1,1,0,1,FALSE,GBR,Skateboarding,0,3,2,3
9207,2020,0,,0,,FALSE,GBR,Sport Climbing,0,1,1,1
9208,2024,3,1.5,2.1213203435596424,4.681980515339464,FALSE,GBR,Sport Climbing,0,4,2,4
9209,1900,7,,0,,FALSE,GBR,Swimming,0,7,5,7
9210,1908,26,16.5,13.435028842544405,36.65254326381661,TRUE,GBR,Swimming,1,28,6,28
9211,1912,22,18.33333333333333,10.016652800877813,33.358312534650054,FALSE,GBR,Swimming,0,18,9,18
9212,1920,12,16.75,8.770214744615247,29.90532211692287,FALSE,GBR,Swimming,0,18,10,18
9213,1924,14,16.2,7.694153624668538,27.741230437002805,FALSE,GBR,Swimming,0,26,11,26
9214,1928,12,17.2,6.418722614352485,26.828083921528727,FALSE,GBR,Swimming,0,21,10,21
9215,1932,5,13,6.082762530298219,22.12414379544733,FALSE,GBR,Swimming,0,13,9,13
9216,1936,0,8.6,5.89915248150105,17.448728722251573,FALSE,GBR,Swimming,0,20,10,20
9217,1948,1,6.4,6.348228099241551,15.922342148862326,FALSE,GBR,Swimming,1,25,11,25
9218,1952,1,3.8,4.969909455915671,11.254864183873506,FALSE,GBR,Swimming,0,21,11,21
9219,1956,4,2.2,2.167948338867879,5.451922508301819,FALSE,GBR,Swimming,0,18,12,18
9220,1960,6,2.4,2.5099800796022262,6.164970119403339,FALSE,GBR,Swimming,0,23,15,23
9221,1964,2,2.8,2.167948338867879,6.051922508301819,FALSE,GBR,Swimming,0,25,17,25
9222,1968,2,3,1.9999999999999991,5.999999999999998,FALSE,GBR,Swimming,0,24,26,24
9223,1972,2,3.2,1.7888543819998308,5.8832815729997465,FALSE,GBR,Swimming,0,36,28,36
9224,1976,9,4.2,3.193743884534262,8.990615826801392,TRUE,GBR,Swimming,0,39,25,39
9225,1980,21,7.2,8.28854631404084,19.63281947106126,TRUE,GBR,Swimming,0,29,26,29
9226,1984,9,8.6,7.76530746332687,20.247961194990303,FALSE,GBR,Swimming,0,33,29,33
9227,1988,6,9.4,7.092249290598858,20.038373935898285,FALSE,GBR,Swimming,0,38,31,38
9228,1992,1,9.2,7.362064927722384,20.24309739158357,FALSE,GBR,Swimming,0,30,30,30
9229,1996,3,8,7.874007874011811,19.81101181101772,FALSE,GBR,Swimming,0,28,29,28
9230,2000,0,3.8,3.7013511046643495,9.352026656996523,FALSE,GBR,Swimming,0,36,28,36
9231,2004,2,2.4,2.302172886644267,5.8532593299664,FALSE,GBR,Swimming,0,33,26,33
9232,2008,12,3.6,4.827007354458868,10.8405110316883,TRUE,GBR,Swimming,0,37,33,37
9233,2012,4,4.2,4.604345773288535,11.106518659932805,FALSE,GBR,Swimming,1,44,34,44
9234,2016,27,9,11.04536101718726,25.56804152578089,TRUE,GBR,Swimming,0,28,27,28
9235,2020,51,19.2,20.31501907456648,49.67252861184973,TRUE,GBR,Swimming,0,30,30,30
9236,2024,26,24,17.930421077041107,50.89563161556166,FALSE,GBR,Swimming,0,30,28,30
9237,1984,0,,0,,FALSE,GBR,Synchronized Swimming,0,3,2,3
9238,1988,0,0,0,0,FALSE,GBR,Synchronized Swimming,0,3,2,3
9239,1992,0,0,0,0,FALSE,GBR,Synchronized Swimming,0,3,2,3
9240,2008,0,0,0,0,FALSE,GBR,Synchronized Swimming,0,2,1,2
9241,2012,0,0,0,0,FALSE,GBR,Synchronized Swimming,1,9,2,9
9242,2016,0,0,0,0,FALSE,GBR,Synchronized Swimming,0,2,1,2
9243,1988,0,,0,,FALSE,GBR,Table Tennis,0,4,2,4
9244,1992,0,0,0,0,FALSE,GBR,Table Tennis,0,6,4,6
9245,1996,0,0,0,0,FALSE,GBR,Table Tennis,0,4,3,4
9246,2000,0,0,0,0,FALSE,GBR,Table Tennis,0,1,1,1
9247,2012,0,0,0,0,FALSE,GBR,Table Tennis,1,6,4,6
9248,2016,0,0,0,0,FALSE,GBR,Table Tennis,0,3,2,3
9249,2020,0,0,0,0,FALSE,GBR,Table Tennis,0,3,2,3
9250,2024,0,0,0,0,FALSE,GBR,Table Tennis,0,2,2,2
9251,2000,0,,0,,FALSE,GBR,Taekwondo,0,2,2,2
9252,2004,0,0,0,0,FALSE,GBR,Taekwondo,0,4,4,4
9253,2008,1,0.3333333333333333,0.5773502691896258,1.199358737117772,FALSE,GBR,Taekwondo,0,3,3,3
9254,2012,4,1.25,1.892969448600091,4.089454172900137,FALSE,GBR,Taekwondo,1,4,4,4
9255,2016,6,2.2,2.683281572999748,6.2249223594996215,FALSE,GBR,Taekwondo,0,4,4,4
9256,2020,5,3.2,2.588435821108957,7.082653731663435,FALSE,GBR,Taekwondo,0,5,5,5
9257,2024,2,3.6,2.073644135332772,6.710466202999157,FALSE,GBR,Taekwondo,0,4,4,4
9258,1896,7,,0,,FALSE,GBR,Tennis,0,2,2,2
9259,1900,28,17.5,14.849242404917495,39.77386360737624,TRUE,GBR,Tennis,0,6,4,6
9260,1908,43,26,18.083141320025124,53.12471198003769,TRUE,GBR,Tennis,1,22,6,22
9261,1912,18,24,15.297058540778355,46.945587811167535,FALSE,GBR,Tennis,0,11,4,11
9262,1920,23,23.8,13.255187663703596,43.6827814955554,FALSE,GBR,Tennis,0,8,5,8
9263,1924,7,23.8,13.255187663703596,43.6827814955554,FALSE,GBR,Tennis,0,10,5,10
9264,1988,0,18.2,16.543881044059763,43.01582156608964,FALSE,GBR,Tennis,0,4,4,4
9265,1992,0,9.6,10.502380682492896,25.35357102373934,FALSE,GBR,Tennis,0,6,4,6
9266,1996,4,6.8,9.5236547606473,21.08548214097095,FALSE,GBR,Tennis,0,5,4,5
9267,2000,0,2.2,3.193743884534258,6.990615826801387,FALSE,GBR,Tennis,0,6,3,6
9268,2004,0,0.8,1.788854381999824,3.4832815729997355,FALSE,GBR,Tennis,0,1,1,1
9269,2008,0,0.8,1.788854381999824,3.4832815729997355,FALSE,GBR,Tennis,0,2,2,2
9270,2012,7,2.2,3.193743884534258,6.990615826801387,TRUE,GBR,Tennis,1,8,5,8
9271,2016,3,2,3.082207001484484,6.623310502226725,FALSE,GBR,Tennis,0,7,5,7
9272,2020,0,2,3.082207001484484,6.623310502226725,FALSE,GBR,Tennis,0,6,3,6
9273,2024,0,2,3.082207001484484,6.623310502226725,FALSE,GBR,Tennis,0,7,5,7
9274,2020,1,,0,,FALSE,GBR,Trampoline Gymnastics,0,2,1,2
9275,2024,3,2,1.4142135623730951,4.121320343559643,FALSE,GBR,Trampoline Gymnastics,0,3,2,3
9276,2000,0,,0,,FALSE,GBR,Trampolining,0,2,2,2
9277,2004,0,0,0,0,FALSE,GBR,Trampolining,0,2,2,2
9278,2008,0,0,0,0,FALSE,GBR,Trampolining,0,1,1,1
9279,2012,0,0,0,0,FALSE,GBR,Trampolining,1,1,1,1
9280,2016,2,0.4,0.8944271909999159,1.741640786499874,TRUE,GBR,Trampolining,0,3,2,3
9281,2000,0,,0,,FALSE,GBR,Triathlon,0,6,2,6
9282,2004,0,0,0,0,FALSE,GBR,Triathlon,0,6,2,6
9283,2008,0,0,0,0,FALSE,GBR,Triathlon,0,5,2,5
9284,2012,4,1,2,4,FALSE,GBR,Triathlon,1,6,2,6
9285,2016,6,2,2.8284271247461903,6.242640687119286,FALSE,GBR,Triathlon,0,6,2,6
9286,2020,19,5.8,7.823042886243178,17.534564329364766,TRUE,GBR,Triathlon,0,5,3,5
9287,2024,4,6.6,7.26636084983398,17.499541274750968,FALSE,GBR,Triathlon,0,5,2,5
9288,1908,48,,0,,FALSE,GBR,Tug-Of-War,1,24,1,24
9289,1912,16,32,22.62741699796952,65.94112549695429,FALSE,GBR,Tug-Of-War,0,8,1,8
9290,1920,24,29.33333333333333,16.65332799572906,54.31332532692693,FALSE,GBR,Tug-Of-War,0,8,1,8
9291,1900,19,,0,,FALSE,GBR,Water Polo,0,7,1,7
9292,1908,21,20,1.4142135623730951,22.12132034355964,FALSE,GBR,Water Polo,1,7,1,7
9293,1912,21,20.33333333333333,1.1547005383792517,22.06538414090221,FALSE,GBR,Water Polo,0,7,1,7
9294,1920,21,20.5,1.0000000000000002,22,FALSE,GBR,Water Polo,0,7,1,7
9295,1924,0,16.4,9.20869154657707,30.2130373198656,FALSE,GBR,Water Polo,0,7,1,7
9296,1928,0,12.6,11.502173707608488,29.85326056141273,FALSE,GBR,Water Polo,0,9,1,9
9297,1936,0,8.4,11.502173707608486,25.65326056141273,FALSE,GBR,Water Polo,0,11,1,11
9298,1948,0,4.2,9.391485505499112,18.287228258248668,FALSE,GBR,Water Polo,1,8,1,8
9299,1952,0,0,0,0,FALSE,GBR,Water Polo,0,9,1,9
9300,1956,0,0,0,0,FALSE,GBR,Water Polo,0,9,1,9
9301,2012,0,0,0,0,FALSE,GBR,Water Polo,1,26,2,26
9302,1896,5,,0,,FALSE,GBR,Weightlifting,0,1,2,1
9303,1920,0,2.5,3.5355339059327378,7.803300858899107,FALSE,GBR,Weightlifting,0,2,2,2
9304,1924,0,1.6666666666666667,2.8867513459481287,5.99679368558886,FALSE,GBR,Weightlifting,0,10,4,10
9305,1928,0,1.25,2.5,5,FALSE,GBR,Weightlifting,0,5,3,5
9306,1936,0,1,2.2360679774997894,4.354101966249684,FALSE,GBR,Weightlifting,0,5,4,5
9307,1948,3,0.6,1.3416407864998734,2.6124611797498103,TRUE,GBR,Weightlifting,1,10,6,10
9308,1952,0,0.6,1.3416407864998734,2.6124611797498103,FALSE,GBR,Weightlifting,0,5,4,5
9309,1956,0,0.6,1.3416407864998734,2.6124611797498103,FALSE,GBR,Weightlifting,0,5,4,5
9310,1960,1,0.8,1.3038404810405293,2.7557607215607938,FALSE,GBR,Weightlifting,0,7,6,7
9311,1964,2,1.2,1.3038404810405293,3.155760721560794,FALSE,GBR,Weightlifting,0,5,4,5
9312,1968,0,0.6,0.8944271909999153,1.9416407864998728,FALSE,GBR,Weightlifting,0,7,5,7
9313,1972,0,0.6,0.8944271909999153,1.9416407864998728,FALSE,GBR,Weightlifting,0,9,6,9
9314,1976,0,0.6,0.8944271909999153,1.9416407864998728,FALSE,GBR,Weightlifting,0,8,5,8
9315,1980,0,0.4,0.8944271909999153,1.741640786499873,FALSE,GBR,Weightlifting,0,10,7,10
9316,1984,1,0.2,0.4472135954999567,0.870820393249935,TRUE,GBR,Weightlifting,0,10,7,10
9317,1988,0,0.2,0.4472135954999567,0.870820393249935,FALSE,GBR,Weightlifting,0,10,6,10
9318,1992,0,0.2,0.4472135954999567,0.870820393249935,FALSE,GBR,Weightlifting,0,6,4,6
9319,1996,0,0.2,0.4472135954999567,0.870820393249935,FALSE,GBR,Weightlifting,0,1,1,1
9320,2000,0,0.2,0.4472135954999567,0.870820393249935,FALSE,GBR,Weightlifting,0,1,1,1
9321,2004,0,0,0,0,FALSE,GBR,Weightlifting,0,2,2,2
9322,2008,0,0,0,0,FALSE,GBR,Weightlifting,0,1,1,1
9323,2012,0,0,0,0,FALSE,GBR,Weightlifting,1,5,5,5
9324,2016,0,0,0,0,FALSE,GBR,Weightlifting,0,2,2,2
9325,2020,2,0.4,0.8944271909999153,1.741640786499873,TRUE,GBR,Weightlifting,0,4,4,4
9326,2024,1,0.6,0.8944271909999153,1.9416407864998728,FALSE,GBR,Weightlifting,0,1,1,1
9327,1896,0,,0,,FALSE,GBR,Wrestling,0,1,1,1
9328,1908,21,10.5,14.849242404917495,32.77386360737624,TRUE,GBR,Wrestling,1,53,9,53
9329,1912,0,7,12.12435565298214,25.18653347947321,FALSE,GBR,Wrestling,0,12,4,12
9330,1920,2,5.75,10.21028892833107,21.065433392496605,FALSE,GBR,Wrestling,0,10,5,10
9331,1924,1,4.8,9.093954035511723,18.440931053267587,FALSE,GBR,Wrestling,0,14,7,14
9332,1928,1,5,8.972179222463181,18.45826883369477,FALSE,GBR,Wrestling,0,6,6,6
9333,1932,0,0.8,0.8366600265340756,2.0549900398011136,FALSE,GBR,Wrestling,0,2,2,2
9334,1936,0,0.8,0.8366600265340756,2.0549900398011136,FALSE,GBR,Wrestling,0,6,7,6
9335,1948,0,0.4,0.5477225575051661,1.2215838362577491,FALSE,GBR,Wrestling,1,16,16,16
9336,1952,1,0.4,0.5477225575051661,1.2215838362577491,FALSE,GBR,Wrestling,0,6,6,6
9337,1956,0,0.2,0.4472135954999579,0.870820393249937,FALSE,GBR,Wrestling,0,4,4,4
9338,1960,0,0.2,0.4472135954999579,0.870820393249937,FALSE,GBR,Wrestling,0,6,6,6
9339,1964,0,0.2,0.4472135954999579,0.870820393249937,FALSE,GBR,Wrestling,0,6,6,6
9340,1968,0,0.2,0.4472135954999579,0.870820393249937,FALSE,GBR,Wrestling,0,4,4,4
9341,1972,0,0,0,0,FALSE,GBR,Wrestling,0,6,6,6
9342,1976,0,0,0,0,FALSE,GBR,Wrestling,0,7,7,7
9343,1980,0,0,0,0,FALSE,GBR,Wrestling,0,6,6,6
9344,1984,1,0.2,0.4472135954999579,0.870820393249937,TRUE,GBR,Wrestling,0,7,7,7
9345,1988,0,0.2,0.4472135954999579,0.870820393249937,FALSE,GBR,Wrestling,0,6,6,6
9346,1992,0,0.2,0.4472135954999579,0.870820393249937,FALSE,GBR,Wrestling,0,1,1,1
9347,1996,0,0.2,0.4472135954999579,0.870820393249937,FALSE,GBR,Wrestling,0,1,1,1
9348,2004,0,0.2,0.4472135954999579,0.870820393249937,FALSE,GBR,Wrestling,0,1,1,1
9349,2012,0,0,0,0,FALSE,GBR,Wrestling,1,1,1,1
9350,1996,0,,0,,FALSE,GBS,Athletics,0,2,2,2
9351,2000,0,0,0,0,FALSE,GBS,Athletics,0,2,2,2
9352,2004,0,0,0,0,FALSE,GBS,Athletics,0,2,2,2
9353,2008,0,0,0,0,FALSE,GBS,Athletics,0,2,2,2
9354,2012,0,0,0,0,FALSE,GBS,Athletics,0,2,2,2
9355,2016,0,0,0,0,FALSE,GBS,Athletics,0,2,2,2
9356,2020,0,0,0,0,FALSE,GBS,Athletics,0,1,1,1
9357,2024,0,0,0,0,FALSE,GBS,Athletics,0,1,1,1
9358,2016,0,,0,,FALSE,GBS,Judo,0,1,1,1
9359,2020,0,0,0,0,FALSE,GBS,Judo,0,1,1,1
9360,2024,0,0,0,0,FALSE,GBS,Judo,0,1,1,1
9361,1996,0,,0,,FALSE,GBS,Wrestling,0,1,1,1
9362,2000,0,0,0,0,FALSE,GBS,Wrestling,0,1,1,1
9363,2004,0,0,0,0,FALSE,GBS,Wrestling,0,1,1,1
9364,2008,0,0,0,0,FALSE,GBS,Wrestling,0,1,1,1
9365,2012,0,0,0,0,FALSE,GBS,Wrestling,0,2,2,2
9366,2016,0,0,0,0,FALSE,GBS,Wrestling,0,2,2,2
9367,2020,0,0,0,0,FALSE,GBS,Wrestling,0,2,2,2
9368,2024,0,0,0,0,FALSE,GBS,Wrestling,0,2,2,2
9369,1968,13,,0,,FALSE,GDR,Athletics,0,47,25,47
9370,1972,58,35.5,31.81980515339464,83.22970773009196,TRUE,GDR,Athletics,0,62,34,62
9371,1976,80,50.333333333333336,34.151622704248375,101.56076738970587,TRUE,GDR,Athletics,0,58,26,58
9372,1980,80,57.75,31.58454263296104,105.12681394944155,TRUE,GDR,Athletics,0,82,37,82
9373,1988,60,58.2,27.371518043396865,99.25727706509532,FALSE,GDR,Athletics,0,58,31,58
9374,1968,3,,0,,FALSE,GDR,Boxing,0,8,8,8
9375,1972,1,2,1.4142135623730951,4.121320343559643,FALSE,GDR,Boxing,0,8,8,8
9376,1976,5,3,2,6,FALSE,GDR,Boxing,0,8,8,8
9377,1980,8,4.25,2.98607881119482,8.72911821679223,FALSE,GDR,Boxing,0,10,10,10
9378,1988,8,5,3.082207001484488,9.623310502226731,FALSE,GDR,Boxing,0,11,11,11
9379,1968,0,,0,,FALSE,GDR,Canoeing,0,12,6,12
9380,1972,20,10,14.142135623730953,31.213203435596427,TRUE,GDR,Canoeing,0,26,11,26
9381,1976,23,14.333333333333334,12.503332889007368,33.08833266684439,TRUE,GDR,Canoeing,0,11,11,11
9382,1980,32,18.75,13.5,39,TRUE,GDR,Canoeing,0,13,10,13
9383,1988,36,22.2,14.007141035914502,43.21071155387176,TRUE,GDR,Canoeing,0,15,12,15
9384,1968,0,,0,,FALSE,GDR,Cycling,0,10,4,10
9385,1972,13,6.5,9.192388155425116,20.288582233137674,TRUE,GDR,Cycling,0,11,6,11
9386,1976,5,6,6.557438524,15.836157786453,FALSE,GDR,Cycling,0,11,6,11
9387,1980,22,10,9.626352718795768,24.43952907819365,TRUE,GDR,Cycling,0,13,6,13
9388,1988,31,14.2,12.557866060760482,33.03679909114072,TRUE,GDR,Cycling,0,17,9,17
9389,1968,0,,0,,FALSE,GDR,Diving,0,5,3,5
9390,1972,2,1,1.4142135623730951,3.121320343559643,FALSE,GDR,Diving,0,8,4,8
9391,1976,2,1.3333333333333333,1.1547005383792517,3.0653841409022107,FALSE,GDR,Diving,0,7,4,7
9392,1980,9,3.25,3.947573094109004,9.171359641163503,TRUE,GDR,Diving,0,9,4,9
9393,1988,0,2.6,3.714835124201342,8.172252686302013,FALSE,GDR,Diving,0,4,3,4
9394,1968,0,,0,,FALSE,GDR,Equestrianism,0,7,4,7
9395,1972,0,0,0,0,FALSE,GDR,Equestrianism,0,7,4,7
9396,1968,0,,0,,FALSE,GDR,Fencing,0,4,2,4
9397,1972,0,0,0,0,FALSE,GDR,Fencing,0,5,2,5
9398,1976,0,0,0,0,FALSE,GDR,Fencing,0,1,1,1
9399,1980,0,0,0,0,FALSE,GDR,Fencing,0,15,6,15
9400,1988,2,0.4,0.8944271909999159,1.741640786499874,TRUE,GDR,Fencing,0,7,3,7
9401,1972,17,,0,,FALSE,GDR,Football,0,17,1,17
9402,1976,51,34,24.04163056034261,70.06244584051393,TRUE,GDR,Football,0,17,1,17
9403,1980,34,34,17,59.5,FALSE,GDR,Football,0,17,1,17
9404,1968,16,,0,,FALSE,GDR,Gymnastics,0,12,14,12
9405,1972,34,25,12.727922061357855,44.09188309203678,TRUE,GDR,Gymnastics,0,12,14,12
9406,1976,15,21.666666666666668,10.692676621563628,37.70568159901211,FALSE,GDR,Gymnastics,0,12,14,12
9407,1980,33,24.5,10.408329997330664,40.112494995996,TRUE,GDR,Gymnastics,0,12,14,12
9408,1988,28,25.2,9.148770409186143,38.923155613779215,FALSE,GDR,Gymnastics,0,12,14,12
9409,1972,0,,0,,FALSE,GDR,Handball,0,16,1,16
9410,1976,28,14,19.79898987322333,43.698484809834994,TRUE,GDR,Handball,0,14,1,14
9411,1980,56,28,28,70,TRUE,GDR,Handball,0,28,2,28
9412,1988,0,21,26.807959017177467,61.2119385257662,FALSE,GDR,Handball,0,13,1,13
9413,1972,1,,0,,FALSE,GDR,Judo,0,5,6,5
9414,1976,0,0.5,0.7071067811865476,1.5606601717798214,FALSE,GDR,Judo,0,3,4,3
9415,1980,7,2.6666666666666665,3.785938897200183,8.345575012466941,FALSE,GDR,Judo,0,6,7,6
9416,1988,5,3.25,3.304037933599836,8.206056900399753,FALSE,GDR,Judo,0,4,4,4
9417,1968,28,,0,,FALSE,GDR,Rowing,0,26,7,26
9418,1972,49,38.5,14.849242404917495,60.77386360737624,TRUE,GDR,Rowing,0,26,7,26
9419,1976,147,74.66666666666667,63.51640208114227,169.94126978838003,TRUE,GDR,Rowing,0,54,14,54
9420,1980,159,95.75,66.83998304408323,196.00997456612484,TRUE,GDR,Rowing,0,55,14,55
9421,1988,103,97.2,57.97585704411794,184.1637855661769,TRUE,GDR,Rowing,0,44,13,44
9422,1968,3,,0,,FALSE,GDR,Sailing,0,8,4,8
9423,1972,6,4.5,2.1213203435596424,7.681980515339464,FALSE,GDR,Sailing,0,11,4,11
9424,1976,6,5,1.7320508075688772,7.598076211353316,FALSE,GDR,Sailing,0,6,3,6
9425,1980,4,4.75,1.5,7,FALSE,GDR,Sailing,0,13,6,13
9426,1988,9,5.6,2.302172886644268,9.0532593299664,FALSE,GDR,Sailing,0,9,4,9
9427,1968,2,,0,,FALSE,GDR,Shooting,0,9,6,9
9428,1972,2,2,0,2,FALSE,GDR,Shooting,0,9,7,9
9429,1976,10,4.666666666666667,4.618802153517007,11.594869896942178,TRUE,GDR,Shooting,0,11,7,11
9430,1980,11,6.25,4.924428900898052,13.63664335134708,FALSE,GDR,Shooting,0,13,7,13
9431,1988,5,6,4.301162633521313,12.45174395028197,FALSE,GDR,Shooting,0,15,13,15
9432,1968,27,,0,,FALSE,GDR,Swimming,0,24,22,24
9433,1972,44,35.5,12.020815280171307,53.531222920256965,TRUE,GDR,Swimming,0,37,29,37
9434,1976,71,47.333333333333336,22.18858565419016,80.61621181461857,TRUE,GDR,Swimming,0,23,21,23
9435,1980,96,59.5,30.33699611585388,105.00549417378082,TRUE,GDR,Swimming,0,30,26,30
9436,1988,99,67.4,31.65912190822733,114.888682862341,TRUE,GDR,Swimming,0,26,27,26
9437,1968,0,,0,,FALSE,GDR,Volleyball,0,12,1,12
9438,1972,24,12,16.97056274847714,37.45584412271571,TRUE,GDR,Volleyball,0,12,1,12
9439,1976,0,8,13.856406460551018,28.784609690826528,FALSE,GDR,Volleyball,0,12,1,12
9440,1980,24,12,13.856406460551018,32.78460969082653,TRUE,GDR,Volleyball,0,12,1,12
9441,1988,0,9.6,13.145341380123988,29.31801207018598,FALSE,GDR,Volleyball,0,12,1,12
9442,1968,0,,0,,FALSE,GDR,Weightlifting,0,3,3,3
